a2004_abbrev_org,a2004_name_org,a2004_date de création,a2004_GPS_siege,a2004_longitude_siege,a2004_point_palladio,a2004_latitude_siege,a2004_nom_siege,a2004_members,a2004_population_org,a2004_soldats_org,a2004_mortsGuerre_org,a2004_depensesMilitairesPIB_org,a2004_exportations_org,a2004_importations_org,a2004_superficie_org,a2011_members,a2011_population_org,a2011_soldats_org,a2011_mortsGuerre_org,a2011_depensesMilitairesPIB_org,a2011_exportations_org,a2011_importations_org,a2011_superficie_org,a2018_members,a2018_population_org,a2018_soldats_org,a2018_mortsGuerre_org,a2018_depensesMilitairesPIB_org,a2018_exportations_org,a2018_importations_org,a2018_superficie_org
CEI,Central European Initiative,1991-07-27,POINT(13.804166666 45.636111111),13.804166665999999,"45.636111111, 13.804166666",45.636111111000005,Trieste,Serbia and Montenegro\Slovenia\Bosnia and Herzegovina\Albania\Slovakia\Ukraine\Belarus\Bulgaria\Romania\Hungary\Moldova\Croatia\Macedonia,134776388,854500,0,16.67490964611118,2015.7721368999999,2066.7811684000003,1.619803E9,Albania\Slovakia\Montenegro\Ukraine\Belarus\Poland\Bulgaria\Romania\Austria\Czech Republic\Slovenia\Moldova\Croatia\Hungary\Italy\Bosnia And Herzegovina\Macedonia\Serbia,245494223,1252630,0,22.356212888087665,7398.1561123,6606.419510599999,2386908.0,Slovenia\Bosnia and Herzegovina\Czech Republic\Slovakia\Montenegro\Ukraine\Bulgaria\Romania\Austria\Hungary\Belarus\Poland\Croatia\Italy\Macedonia\Serbia,241141356,1311000,234,21.92672125416244,7381.1273354,5990.046858399999,2322911.0
CP,Colombo Plan,1951-07-01,POINT(79.833333333 6.916666666),79.833333333,"6.916666666, 79.833333333",6.916666666,Colombo,Maldives\Afghanistan\Bangladesh\Laos\Malaysia\Iran\Mongolia\Thailand\Fiji\Bhutan\Indonesia\Papua New Guinea\Philippines\Nepal\Burma\Singapore\Sri Lanka,763651135,2111000,4033,21.97388702946775,1927.4185882600004,2117.0226099,1.655075853E12,Japan\Maldives\Pakistan\Vietnam\New Zealand\India\Afghanistan\Bangladesh\Laos\United States\Malaysia\Brunei\Australia\Iran\Philippines\Mongolia\Thailand\Korea\South\Fiji\Bhutan\Nepal\Indonesia\Papua New Guinea\Sri Lanka\Burma\Singapore,2818380226,8524636,11211,35.013645416320614,7373.6173343,8783.119042,3.143632E7,Cambodia\Australia\New Zealand\Pakistan\India\South Korea\Afghanistan\Laos\Singapore\Indonesia\United States\Malaysia\Bangladesh\Iran\Thailand\Bhutan\Nepal\Maldives\Papua New Guinea\Philippines\Japan\Myanmar\Sri Lanka\Fiji,2225455317,8840000,27287,32.89471535518375,8628.236146050001,10473.3844295,2.92290816E7
C,Commonwealth,1931-12-31,POINT(-0.135833333 51.505),-0.135833333,"51.505, -0.135833333",51.505,Marlborough House,Swaziland\Bahamas\The\Dominica\Maldives\Pakistan\Tanzania\Jamaica\Lesotho\Saint Vincent and the Grenadines\Kenya\Saint Lucia\Bangladesh\Solomon Islands\Seychelles\Cameroon\Saint Kitts and Nevis\Ghana\Tonga\Mauritius\South Africa\Cyprus\Malaysia\Barbados\Uganda\Nigeria\Brunei\Tuval\Kiribati\Belize\Sierra Leone\Namibia\Grenada\Antigua and Barbuda\Fiji\Vanuat\Malta\Naur\Zambia\Samoa\Mozambique\Papua New Guinea\Malawi\Trinidad and Tobago\Guyana\Singapore\Botswana\United Kingdom\Gambia\The\Sri Lanka,792090827,2370090,1702,50.882330378161434,6962.631868849999,6182.7009181600015,1.0262308E10,Canada\Swaziland\Bahamas\The\Rwanda\Dominica\Maldives\Pakistan\Tanzania\Saint Kitts And Nevis\New Zealand\Jamaica\Samoa\India\Lesotho\Saint Vincent And The Grenadines\Kenya\Bangladesh\Solomon Islands\Saint Lucia\Tonga\Naur\Seychelles\Malawi\Cameroon\Ghana\Mauritius\Antigua And Barbuda\South Africa\Cyprus\Malaysia\Uganda\Nigeria\Brunei\Australia\Tuval\Kiribati\Belize\Sierra Leone\Grenada\Fiji\Barbados\Malta\Zambia\Mozambique\Papua New Guinea\Vanuat\Sri Lanka\Guyana\Singapore\Botswana\United Kingdom\Trinidad And Tobago\Gambia\The\Namibia,2176879162,5141842,3622,52.1224805077312,18979.489650420008,17790.286089599995,3.15357796E7,Canada\Belize\Australia\Jamaica\Tanzania\Gambia\Bahamas\New Zealand\Pakistan\India\Saint Vincent and the Grenadines\Kenya\Solomon Islands\Saint Lucia\Naur\Seychelles\Malawi\Singapore\Saint Kitts and Nevis\Antigua and Barbuda\Ghana\Tonga\Mauritius\South Africa\Malaysia\Uganda\Guyana\Nigeria\Bangladesh\Brunei\Tuval\Sierra Leone\Namibia\Lesotho\Kiribati\Grenada\Dominica\Cyprus\Barbados\Malta\Maldives\Swaziland\Zambia\Samoa\Papua New Guinea\Zimbabwe\Vanuat\Trinidad and Tobago\United Kingdom\Sri Lanka\Botswana,1652424204,5580000,2270,47.858090399690674,18417.842743280005,17141.601959699994,3.05708616E7
CIS,Commonwealth of Independent States,1991-12-08,POINT(30.375833333 59.947777777),30.375833333000003,"59.947777777, 30.375833333",59.947777777,Tauride Palace,Turkmenistan\Azerbaijan\Tajikistan\Armenia\Ukraine\Belarus\Georgia\Moldova\Uzbekistan\Kazakhstan\Kyrgyzstan,136552965,826000,64,13.090917936111625,1924.9960618999999,2081.1794138,5.025643E9,Turkmenistan\Azerbaijan\Tajikistan\Armenia\Ukraine\Belarus\Russia\Moldova\Uzbekistan\Kazakhstan\Kyrgyzstan,270969995,694894,28,14.449005862823975,6041.497842999999,5147.706298600001,2.2063037E7,Turkmenistan\Kazakstan\Azerbaijan\Tajikistan\Armenia\Ukraine\Russia\Belarus\Georgia\Moldova\Uzbekistan\Kyrgyzstan,285212801,743000,234,19.43961891107838,5292.494674399999,5673.7950973,2.21007E7
CAEU,Council of Arab Economic Unity,1957-06-03,POINT(31.239444444 30.056111111),31.239444444,"30.056111111, 31.239444444",30.056111111,Cairo,Kuwait\Jordan\Yemen\Mauritania\Somalia\Libya\Iraq\Sudan\Syria,127368094,527000,7767,24.31358627161363,1025.73852234,1328.7542007,7.194049E9,Kuwait\Yemen\United Arab Emirates\Mauritania\Somalia\Libya\Jordan\Iraq\Sudan\Syria\Egypt,238235749,1274850,8183,16.800903098584307,3720.0635246,3483.2865308,8277385.0,Jordan\Yemen\United Arab Emirates\Somalia\Libya\Kuwait\Iraq\Sudan\Mauritania\Syria\Egypt,177516408,578000,3751,17.76214225644893,2978.4259432999997,3869.7941951,7623670.0
CE,Council of Europe,1949-05-05,POINT(7.77194444 48.595),7.77194444,"48.595, 7.77194444",48.595,Palace of Europe,Serbia and Montenegro\Slovenia\Bosnia and Herzegovina\Holy See (Vatican City)\Monaco\Albania\Azerbaijan\Turkey\San Marino\Slovakia\Norway\Armenia\Ukraine\Finland\Liechtenstein\Bulgaria\Romania\Cyprus\Sweden\Latvia\Hungary\Luxembourg\Andorra\Ireland\Belgium\Georgia\Mexico\Denmark\Moldova\Croatia\Switzerland\Portugal\Estonia\Spain\Malta\Netherlands\Iceland\Macedonia\United Kingdom\Greece,503614342,2559612,210,50.22107865965425,5736.40450267,5756.4293121,6.890859E9,Lithuania\Monaco\Albania\Azerbaijan\Turkey\France\Slovakia\Norway\Montenegro\Armenia\Ukraine\Finland\Liechtenstein\Poland\Russia\Bulgaria\Romania\Cyprus\Sweden\Austria\Latvia\San Marino\Luxembourg\Andorra\Ireland\Czech Republic\Slovenia\Belgium\Georgia\Denmark\Moldova\Croatia\Switzerland\Portugal\Estonia\Spain\Hungary\Italy\Malta\Netherlands\Bosnia And Herzegovina\Iceland\Germany\Macedonia\Serbia\United Kingdom\Greece,820833956,3273084,421,61.94768449016649,16750.567206900003,14498.415963399999,2.3758622E7,Lithuania\Slovenia\Bosnia and Herzegovina\Spain\Netherlands\Albania\Turkey\Czech Republic\San Marino\France\Slovakia\Norway\Montenegro\Ukraine\Finland\Liechtenstein\Russia\Bulgaria\Romania\Portugal\Sweden\Austria\Hungary\Luxembourg\Andorra\Ireland\Belarus\Belgium\Denmark\Poland\Moldova\Croatia\Switzerland\Estonia\Cyprus\Italy\Malta\Israel\Iceland\Germany\Macedonia\Latvia\Serbia\United Kingdom\Greece,794528659,3308000,735,58.12745487773619,16536.845726200005,13687.0913294,2.3763362E7
CBSS,Council of the Baltic Sea States,1992-03-05,POINT(18.068611111 59.329444444),18.068611111,"59.329444444, 18.068611111",59.329444443999996,Stockholm,Norway\Finland\Sweden\Latvia\Denmark\Estonia\Iceland,28130800,115600,0,9.48106250871574,1082.4982213,1106.3098751,1.368238E9,Lithuania\European Union\France\Slovakia\Norway\Ukraine\Finland\Belarus\Poland\Russia\United States\Romania\Sweden\Latvia\Denmark\Estonia\Spain\Italy\Netherlands\Iceland\Germany\United Kingdom,1430899747,5774910,0,31.582030045259202,6853.398106100001,6308.974052399999,3.6094798E7,Lithuania\Norway\Finland\Russia\Sweden\Denmark\Poland\Estonia\Germany\Latvia,301571241,510000,0,14.438924835297671,4059.1487194,3405.2378605,1.9073477E7
Entente,Council of the Entente,1959-05-29,POINT(-4.026666666 5.336388888),-4.026666666000001,"5.336388888, -4.026666666",5.336388888,Abidjan,"Togo\u""Cote dIvoire""\Benin\Burkina Faso\Niger",55069927,53000,51,6.525785322913997,871.6923561000001,889.8771200000001,1.267766065E12,"Burkina Faso\Benin\Togo\Niger\u""Cote DIvoire""",70821528,40900,98,5.56790186387943,2597.7516072999997,1955.5670062999998,2033070.0,Burkina Faso\Benin\Togo\Cote dIvoire\Niger,44778828,70000,117,8.705615284644512,3270.4765859999998,2841.863928,2033070.0
CCC,Customs Cooperation Council,1950-12-15,,,,,,,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0.0,0.0,0.0,0.0,Canada\Brazil\Turkmenistan\Kazakstan\Lithuania\Ethiopia\Argentina\Cameroon\Burkina Faso\Saudi Arabia\Rwanda\Slovenia\Guatemala\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Tanzania\Gambia\Bahamas\New Zealand\Yemen\Pakistan\Albania\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Kenya\South Korea\Turkey\Czech Republic\Mongolia\France\Slovakia\Per\Norway\Malawi\Singapore\Togo\China\Armenia\Ukraine\Ghana\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\United States\Vietnam\Mali\Russia\Bulgaria\Mauritius\Romania\Angola\Portugal\South Africa\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Kuwait\Guyana\Luxembourg\Cape Verde\Ireland\Nigeria\Bangladesh\Belarus\Iran\Algeria\Zaire\Chile\Belgium\Thailand\Haiti\Iraq\Sierra Leone\Georgia\Denmark\Poland\Namibia\Moldova\Lesotho\Croatia\Switzerland\Estonia\Lebanon\Uzbekistan\Tunisia\Colombia\Burundi\Cyprus\Qatar\Italy\Sudan\Nepal\Malta\Swaziland\Israel\Iceland\Zambia\Senegal\Gabon\Zimbabwe\Germany\Philippines\Mauritania\Macedonia\Trinidad and Tobago\Latvia\Japan\Syria\Morocco\Myanmar\Mexico\Egypt\Cuba\Comoros\United Kingdom\Congo\Greece\Sri Lanka\Botswana,5542275013,19817000,6807,206.6587971694271,58708.04867804,55207.09552769998,1.245873266E8
EADB,East African Development Bank,1967-06-06,POINT(32.581111111 0.313611111),32.581111111,"0.313611111, 32.581111111",0.313611111,Kampala,Tanzania\Kenya\Uganda,95014624,112000,1215,4.974686556844437,518.6297131,437.9198122,1.763777E9,Rwanda\Tanzania\Kenya\Uganda,129800229,139300,2,6.495207143094712,2389.1078591,2507.8420155999997,1795043.0,Tanzania\Kenya\Uganda,77393332,103000,69,3.85729439753878,1658.1029816999999,1576.4849602,1763780.0
ESCAP,Economic and Social Commission for Asia and the Pacific,1947-03-28,,,,,,Solomon Islands,523617,0,0,0.0,140.9043478,131.9695652,2.845E7,Solomon Islands,571890,0,0,0.0,606.1479449,509.2717391,28896.0,Turkmenistan\Kazakstan\Cambodia\Northern Mariana Islands\Australia\Netherlands\New Zealand\Pakistan\India\Azerbaijan\South Korea\Tajikistan\Afghanistan\Solomon Islands\Mongolia\France\Laos\Naur\Singapore\China\Armenia\Tonga\Indonesia\United States\Vietnam\Russia\Malaysia\Pala\Bangladesh\Brunei\Iran\Tuval\Marshall Islands\Thailand\French Polynesia\Kiribati\Uzbekistan\Bhutan\Nepal\Maldives\Samoa\Papua New Guinea\Vanuat\Philippines\Kyrgyzstan\North Korea\Japan\Myanmar\United Kingdom\Sri Lanka\Fiji,3884226150,12829000,27291,55.246967110824826,18421.049840585005,20503.033576330003,6.29149569E7
ESCWA,Economic and Social Commission for Western Asia,1973-08-09,,,,,,Bahrain,677886,21000,0,4.04492884796012,122.0126856,159.3822465,665000.0,,0,0,0,0.0,0.0,0.0,0.0,Bahrain\Saudi Arabia\Jordan\Oman\Yemen\United Arab Emirates\Kuwait\Iraq\Lebanon\Qatar\Syria\Egypt,149818487,833000,1265,37.99998364414941,4231.8668283,4619.46742,4529348.0
ECA,Economic Commission for Africa,1958-04-29,,,,,,,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0.0,0.0,0.0,0.0,Sao Tome and Principe\Ethiopia\Cameroon\Burkina Faso\Rwanda\Guinea\Liberia\Tanzania\Gambia\Madagascar\Kenya\Eritrea\France\Somalia\Seychelles\Malawi\Benin\Togo\Guinea-Bissa\Ghana\Libya\Cote dIvoire\Central African Republic\Mali\Mauritius\Angola\South Africa\Mozambique\Uganda\Niger\Cape Verde\Nigeria\Algeria\Zaire\Sierra Leone\Namibia\Lesotho\Chad\Equatorial Guinea\Tunisia\Djibouti\Burundi\Sudan\Swaziland\Zambia\Senegal\Gabon\Zimbabwe\Mauritania\Morocco\Egypt\Comoros\United Kingdom\Congo\Botswana,852761748,2536000,5421,70.47014429239766,29296.403555489993,24453.67061720001,3.0236598E7
ECE,Economic Commission for Europe,1947-03-28,,,,,,,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0.0,0.0,0.0,0.0,Canada\Turkmenistan\Kazakstan\Lithuania\Slovenia\Bosnia and Herzegovina\Spain\Netherlands\Monaco\Albania\Azerbaijan\Tajikistan\Turkey\Czech Republic\San Marino\France\Slovakia\Norway\Armenia\Ukraine\Finland\United States\Liechtenstein\Russia\Bulgaria\Romania\Portugal\Sweden\Austria\Hungary\Luxembourg\Andorra\Ireland\Belarus\Belgium\Georgia\Denmark\Poland\Moldova\Croatia\Switzerland\Estonia\Uzbekistan\Cyprus\Italy\Malta\Israel\Iceland\Germany\Kyrgyzstan\Macedonia\Latvia\United Kingdom\Greece,1153096293,4979000,735,73.13290933340566,19730.846246900004,17468.8091237,4.72011139E7
ECLAC,Economic Commission for Latin America and the Caribbean,1948-02-25,,,,,,,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0.0,0.0,0.0,0.0,Canada\Brazil\Belize\Argentina\Bolivia\Guatemala\Spain\Netherlands\Paraguay\Jamaica\Bahamas\Uruguay\Saint Vincent and the Grenadines\Saint Lucia\France\Per\Saint Kitts and Nevis\Virgin Islands\Antigua and Barbuda\Dominican Republic\United States\British Virgin Islands\Portugal\Nicaragua\Panama\Guyana\Costa Rica\Ecuador\El Salvador\Chile\Haiti\Grenada\Dominica\Colombia\Barbados\Italy\Suriname\Venezuela\Trinidad and Tobago\Honduras\Mexico\Cuba\United Kingdom,1017621903,4934000,146,39.52369953833495,11684.551884479999,11157.679855499999,4.1508795E7
CEEAC,Economic Community of Central African States,1983-10-18,POINT(9.4544 0.3901),9.4544,"0.3901, 9.4544",0.3901,Libreville,,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0.0,0.0,0.0,0.0,Sao Tome and Principe\Cameroon\Rwanda\Central African Republic\Angola\Zaire\Chad\Equatorial Guinea\Burundi\Gabon\Congo,98426731,258000,959,11.21082480620162,5793.141742490001,5012.450308100001,6667421.0
CEPGL,Economic Community of the Great Lakes Countries,1976-09-26,,,,,,Rwanda\Congo\Democratic Republic of the\Burundi,72503164,134000,387,6.87673284670924,278.97254547,252.22405479999998,2.399578E9,Rwanda\Congo\Democratic Republic Of The\Burundi,93299482,86050,0,1.16123941493457,1122.7074905,1465.0004994,2399026.0,Rwanda\Zaire\Burundi,59294955,66000,9,3.1139813261838,2484.431382,1717.5204482,2399580.0
ECOWAS,Economic Community of West African States,1975-05-28,POINT(3.4 6.45),3.4,"6.45, 3.4",6.45,Lagos,"Guinea-Bissa\Togo\Cape Verde\Liberia\Senegal\u""Cote dIvoire""\Benin\Burkina Faso\Ghana\Mali\Niger\Guinea\Nigeria\Sierra Leone\Gambia\The",257760518,282800,179,14.858515743503107,2986.56748848,2172.6294891799994,1.393605903E12,"Guinea-Bissa\Burkina Faso\Cape Verde\Liberia\Senegal\Benin\Togo\Ghana\Niger\Guinea\Mali\Nigeria\Sierra Leone\u""Cote DIvoire""\Gambia\The",301293956,281250,465,12.90423230613093,8615.1646059,6160.956338600001,5112704.0,Burkina Faso\Guinea\Liberia\Gambia\Benin\Togo\Guinea-Bissa\Ghana\Cote dIvoire\Mali\Niger\Cape Verde\Nigeria\Sierra Leone\Senegal\Mauritania,204591917,387000,1807,21.395124084139557,11562.261401700001,7633.6967346,6142690.0
ECO,Economic Cooperation Organization,1985-01-01,POINT(51.416666666 35.7),51.416666666000005,"35.7, 51.416666666",35.7,Tehran,Turkmenistan\Azerbaijan\Tajikistan\Afghanistan\Iran\Uzbekistan\Kazakhstan\Kyrgyzstan,163911260,320000,752,7.180315075574309,1080.2345226,1226.8791781,1.6527285E12,Turkmenistan\Pakistan\Azerbaijan\Tajikistan\Turkey\Afghanistan\Iran\Uzbekistan\Kazakhstan\Kyrgyzstan,444090373,2157900,10715,13.970393282868459,5123.7666103,4289.5344791,7970133.0,Turkmenistan\Kazakstan\Pakistan\Azerbaijan\Tajikistan\Turkey\Afghanistan\Iran\Uzbekistan\Kyrgyzstan,343125639,1980000,26327,14.843829385632063,3577.2391429,3824.4384305000003,7961020.0
EBRD,European Bank for Reconstruction and Development,1991-04-15,POINT(-0.1275 51.507222222),-0.1275,"51.507222222, -0.1275",51.507222221999996,London,Serbia and Montenegro\Turkmenistan\Slovenia\Bosnia and Herzegovina\Albania\Azerbaijan\Tajikistan\Slovakia\Norway\Armenia\Ukraine\Finland\Liechtenstein\Belarus\Bulgaria\Romania\Cyprus\Sweden\Latvia\Hungary\Luxembourg\Ireland\Belgium\Georgia\Denmark\Moldova\Morocco\Croatia\Mongolia\Switzerland\Portugal\Estonia\Uzbekistan\Spain\Malta\Netherlands\Iceland\Kazakhstan\Kyrgyzstan\Macedonia\United Kingdom\Greece,433410480,2399612,64,55.233084956393746,6258.970504969999,6543.8372362,1.0349076E10,Canada\Lithuania\Turkmenistan\Japan\New Zealand\European Union\Albania\Azerbaijan\Tajikistan\Turkey\France\Slovakia\Norway\Montenegro\Armenia\Ukraine\Finland\Liechtenstein\Belarus\Poland\Russia\Bulgaria\United States\Romania\Cyprus\Sweden\Austria\Latvia\Luxembourg\Ireland\Czech Republic\Australia\Slovenia\Belgium\Georgia\Mexico\Denmark\Moldova\Morocco\Croatia\Mongolia\Switzerland\Portugal\Estonia\Korea\South\Uzbekistan\Spain\Hungary\Italy\Malta\Netherlands\Bosnia And Herzegovina\Israel\Iceland\Germany\Kazakhstan\Kyrgyzstan\Macedonia\Egypt\Serbia\United Kingdom\Greece,2171443395,8467000,505,87.56875800673721,22020.472239599996,19951.1913773,6.5589095E7,Canada\Turkmenistan\Kazakstan\Lithuania\Slovenia\Spain\Australia\Netherlands\New Zealand\Albania\Azerbaijan\South Korea\Tajikistan\Turkey\Czech Republic\France\Slovakia\Norway\Montenegro\Armenia\Ukraine\Finland\United States\Liechtenstein\Russia\Bulgaria\Romania\Portugal\Sweden\Austria\Hungary\Luxembourg\Ireland\Belarus\Belgium\Georgia\Denmark\Poland\Moldova\Croatia\Switzerland\Estonia\Uzbekistan\Cyprus\Italy\Malta\Israel\Iceland\Germany\Kyrgyzstan\Macedonia\Latvia\Japan\Morocco\Mexico\Egypt\Serbia\United Kingdom\Greece,1540230131,5922000,736,83.09369482987088,21417.229988700004,19213.503153100002,5.9093264E7
EFTA,European Free Trade Association,1960-01-04,POINT(6.15 46.2),6.15,"46.2, 6.15",46.2,Geneva,Norway\Liechtenstein\Switzerland\Iceland,12352829,29000,0,2.737710218780752,439.3826397,422.1574941,4.6867E8,Norway\Liechtenstein\Switzerland\Iceland,12678104,47730,0,2.160819829727515,840.0929527000001,703.2950701,468239.0,Norway\Liechtenstein\Switzerland\Iceland,11892281,44000,0,2.284226478022746,495.07990400000006,548.4070482,468670.0
EIB,European Investment Bank,1957-03-25,POINT(6.132777777 49.610555555),6.132777777,"49.610555555, 6.132777777",49.610555555,Luxembourg,Slovenia\Slovakia\Finland\Cyprus\Sweden\Latvia\Hungary\Luxembourg\Ireland\Belgium\Denmark\Portugal\Estonia\Spain\Malta\Netherlands\United Kingdom\Greece,194724352,943112,0,25.226750966687174,2587.5039305700006,2642.3214123999996,2.231585E9,Lithuania\France\Slovakia\Finland\Poland\Bulgaria\Romania\Cyprus\Sweden\Austria\Latvia\Luxembourg\Ireland\Czech Republic\Slovenia\Belgium\Denmark\Portugal\Estonia\Spain\Hungary\Italy\Malta\Netherlands\Germany\United Kingdom\Greece,502957601,2132880,0,34.95566760478656,8847.689557999998,7935.367400700001,4331066.0,Spain\Netherlands\France\Finland\Portugal\Sweden\Austria\Luxembourg\Ireland\Belgium\Denmark\Italy\Germany\United Kingdom\Greece,374388674,1551000,7,19.54900916661264,3589.4581467999997,3456.5262553000002,3233380.0
CERN,European Organization for Nuclear Research,1953-07-01,POINT(6.081944444 46.255555555),6.0819444439999995,"46.255555555, 6.081944444",46.255555555,Prévessin-Moëns,Turkey\Slovakia\Norway\Finland\Bulgaria\Sweden\Hungary\Belgium\Denmark\Switzerland\Portugal\Netherlands\United Kingdom\Greece,231616421,1407600,183,23.145283518404835,2062.3894406,2046.8423671999997,2.771283E9,Japan\European Union\India\Turkey\France\Slovakia\Norway\Finland\Poland\Russia\Bulgaria\United States\Sweden\Austria\Czech Republic\Belgium\Denmark\Switzerland\Portugal\Spain\Hungary\Italy\Netherlands\Israel\Germany\United Kingdom\Greece,2823924900,9352316,910,45.84885028250035,7525.444354100002,7235.6651392,3.9899147E7,Spain\Netherlands\Turkey\Czech Republic\France\Slovakia\Norway\Finland\Russia\Portugal\Sweden\Austria\Hungary\Belgium\Denmark\Poland\Switzerland\Italy\Israel\Germany\United Kingdom\Greece,662422386,2528000,501,31.92682078529118,6147.930638600002,5404.5141665,2.1935835E7
ESA,European Space Agency,1973-07-31,POINT(-52.760555555 5.237222222),-52.760555555,"5.237222222, -52.760555555",5.237222222,Guiana Space Centre,Norway\Finland\Sweden\Hungary\Ireland\Belgium\Denmark\Switzerland\Portugal\Spain\Netherlands\United Kingdom,183383772,769600,0,17.329932219594276,1794.1968378999998,1776.2844949999999,2.27407E9,France\Norway\Finland\Poland\Romania\Sweden\Austria\Luxembourg\Ireland\Czech Republic\Slovenia\Belgium\Denmark\Switzerland\Portugal\Estonia\Spain\Hungary\Italy\Netherlands\Germany\United Kingdom\Greece,495449661,2089560,0,31.50136395994254,7016.025791900001,6452.632704199998,4396775.0,Canada\Spain\Netherlands\France\Norway\Finland\Sweden\Austria\Ireland\Belgium\Denmark\Switzerland\Italy\Germany\United Kingdom,393980634,1467000,7,18.309391352386942,3141.5787275999996,3273.7185697000004,1.3348424E7
EU,European Union,1992-02-07,POINT(4.3525 50.846666666),4.3525,"50.846666666, 4.3525",50.846666666000004,Brussels,Slovenia\Slovakia\Finland\Bulgaria\Romania\Cyprus\Sweden\Latvia\Luxembourg\Ireland\Belgium\Denmark\Portugal\Estonia\Spain\Malta\Netherlands\United Kingdom\Greece,214565501,1158112,0,28.268630845408783,2821.3368306700004,2923.6663131999994,2.486965E9,Lithuania\Turkey\France\Slovakia\Finland\Poland\Bulgaria\Romania\Cyprus\Sweden\Austria\Latvia\Luxembourg\Ireland\Czech Republic\Slovenia\Belgium\Denmark\Croatia\Portugal\Estonia\Spain\Hungary\Italy\Malta\Netherlands\Iceland\Germany\Macedonia\United Kingdom\Greece,588615339,2767460,421,38.807395307099654,9915.686883400002,8851.6223841,5299935.0,Lithuania\Slovenia\Spain\Netherlands\Turkey\Czech Republic\France\Slovakia\Finland\Bulgaria\Romania\Portugal\Sweden\Austria\Hungary\Luxembourg\Ireland\Belgium\Denmark\Poland\Croatia\Estonia\Cyprus\Italy\Malta\Germany\Macedonia\Latvia\United Kingdom\Greece,549237885,2563000,443,40.354654903923475,11332.271783799999,9589.1290887,5181729.0
