abbrev_org,name_org,date de création,GPS_siege,longitude_siege,point_palladio,latitude_siege,nom_siege,members,nombre_pays_membres,population_org,soldats_org,mortsGuerre_org,depensesMilitairesPIB_org,exportations_org,importations_org,superficie_org
IMO,International Maritime Organization,1958-03-17,POINT(-0.1275 51.507222222),-0.1275,"51.507222222, -0.1275",51.507222221999996,London,Canada\Brazil\Sao Tome and Principe\Turkmenistan\Kazakstan\Cambodia\Ethiopia\Belize\Argentina\Bolivia\Cameroon\Bahrain\Saudi Arabia\Slovenia\Guatemala\Bosnia and Herzegovina\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Oman\Tanzania\Gambia\Monaco\Bahamas\New Zealand\Yemen\Pakistan\Albania\Maca\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Turkey\Czech Republic\Eritrea\Solomon Islands\Saint Lucia\France\Slovakia\Somalia\Per\Seychelles\Norway\Malawi\Benin\Singapore\Montenegro\Togo\Guinea-Bissa\China\Antigua and Barbuda\Dominican Republic\Ukraine\Ghana\Indonesia\Libya\Cote dIvoire\Finland\United States\Vietnam\Russia\Bulgaria\Mauritius\Romania\Angola\Portugal\South Africa\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Hungary\Kuwait\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Ireland\Nigeria\Ecuador\Bangladesh\Brunei\Iran\Algeria\El Salvador\Zaire\Chile\Belgium\Thailand\Haiti\Iraq\Hong Kong\Sierra Leone\Georgia\Denmark\Poland\Namibia\Croatia\Switzerland\Estonia\Equatorial Guinea\Lebanon\Tunisia\Djibouti\Timor-Leste\Dominica\Colombia\Cyprus\Barbados\Qatar\Italy\Sudan\Nepal\Malta\Maldives\Suriname\Venezuela\Israel\Iceland\Senegal\Papua New Guinea\Gabon\Germany\Vanuat\Philippines\Mauritania\Macedonia\North Korea\Trinidad and Tobago\Latvia\Japan\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Cuba\Serbia\United Kingdom\Congo\Greece\Sri Lanka\Fiji,156,5559482533,20124000,8324,204.38353817391888,61640.18521136,57212.453735899966,1.218364735E8
Inmarsat,International Mobile Satellite Organization,1976-09-03,,,,,,Canada\Brazil\Argentina\Cameroon\Bahrain\Saudi Arabia\Spain\Australia\Liberia\Netherlands\Oman\Monaco\Bahamas\New Zealand\Pakistan\United Arab Emirates\India\South Korea\Turkey\Czech Republic\France\Slovakia\Per\Norway\Singapore\China\Ukraine\Indonesia\Finland\United States\Russia\Bulgaria\Mauritius\Romania\Portugal\South Africa\Sweden\Malaysia\Mozambique\Kuwait\Panama\Nigeria\Bangladesh\Brunei\Belarus\Iran\Algeria\Chile\Belgium\Iraq\Georgia\Denmark\Poland\Croatia\Switzerland\Tunisia\Colombia\Cyprus\Qatar\Italy\Malta\Israel\Iceland\Senegal\Gabon\Germany\Philippines\Japan\Mexico\Egypt\Cuba\United Kingdom\Greece\Sri Lanka,74,4764375291,16540000,5626,123.02059337334393,25932.7332523,26344.904153100015,9.59349295E7
IMF,International Monetary Fund,1944-07-22,POINT(-77.036666666 38.895),-77.036666666,"38.895, -77.036666666",38.895,"Washington, D.C.",Canada\Brazil\Sao Tome and Principe\Turkmenistan\Kazakstan\Lithuania\Cambodia\Ethiopia\Aruba\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Rwanda\Slovenia\Guatemala\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Oman\Tanzania\Gambia\Bahamas\New Zealand\Yemen\Pakistan\Albania\Maca\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Tajikistan\Turkey\Afghanistan\Czech Republic\Eritrea\Solomon Islands\Saint Lucia\San Marino\Mongolia\France\Slovakia\Somalia\Per\Laos\Seychelles\Norway\Malawi\Benin\Singapore\Montenegro\Saint Kitts and Nevis\Togo\Guinea-Bissa\China\Armenia\Antigua and Barbuda\Dominican Republic\Ukraine\Ghana\Tonga\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\United States\Vietnam\Mali\Russia\Bulgaria\Mauritius\Romania\Angola\Portugal\South Africa\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Kuwait\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Ireland\Nigeria\Ecuador\Bangladesh\Brunei\Belarus\Iran\Algeria\El Salvador\Zaire\Marshall Islands\Chile\Belgium\Thailand\Haiti\Iraq\Hong Kong\Sierra Leone\Georgia\Denmark\Poland\Namibia\Moldova\Netherlands Antilles\Lesotho\Croatia\Kiribati\Switzerland\Grenada\Chad\Estonia\Equatorial Guinea\Lebanon\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Dominica\Colombia\Burundi\Cyprus\Barbados\Qatar\Italy\Bhutan\Sudan\Nepal\Malta\Maldives\Suriname\Venezuela\Swaziland\Israel\Iceland\Zambia\Samoa\Senegal\Papua New Guinea\Gabon\Zimbabwe\Germany\Vanuat\Philippines\Mauritania\Kyrgyzstan\Macedonia\Trinidad and Tobago\Latvia\Japan\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Serbia\Comoros\United Kingdom\Congo\Greece\Sri Lanka\Fiji\Botswana,186,5708745412,20980000,34846,240.54074000720325,77157.17392860999,71430.03865095998,1.3195360089999999E8
IOC,International Olympic Committee,1894-06-23,POINT(6.633333333 46.533333333),6.6333333329999995,"46.533333333, 6.633333333",46.533333333,Lausanne,Canada\Brazil\Sao Tome and Principe\Turkmenistan\Kazakstan\Lithuania\Ethiopia\Aruba\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Rwanda\American Samoa\Slovenia\Guatemala\Bosnia and Herzegovina\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Oman\Tanzania\Gambia\Monaco\Bahamas\New Zealand\Yemen\Pakistan\Albania\United Arab Emirates\Guam\Uruguay\India\Azerbaijan\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Tajikistan\Turkey\Afghanistan\Czech Republic\Solomon Islands\Saint Lucia\San Marino\Mongolia\France\Bermuda\Slovakia\Somalia\Per\Laos\Seychelles\Norway\Malawi\Cook Islands\Benin\Singapore\Montenegro\Saint Kitts and Nevis\Togo\Virgin Islands\China\Armenia\Antigua and Barbuda\Dominican Republic\Ukraine\Ghana\Tonga\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\United States\Liechtenstein\Vietnam\British Virgin Islands\Mali\Russia\Bulgaria\Mauritius\Romania\Angola\Portugal\South Africa\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Kuwait\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Andorra\Ireland\Nigeria\Ecuador\Bangladesh\Brunei\Belarus\Iran\Algeria\El Salvador\Zaire\Chile\Puerto Rico\Belgium\Thailand\Haiti\Iraq\Hong Kong\Sierra Leone\Georgia\Denmark\Poland\Namibia\Moldova\Netherlands Antilles\Lesotho\Croatia\Switzerland\Grenada\Chad\Estonia\Equatorial Guinea\Lebanon\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Dominica\Colombia\Reunion\Burundi\Taiwan\Cyprus\Barbados\Qatar\Italy\Bhutan\Sudan\Nepal\Malta\Maldives\Suriname\Cayman Islands\Venezuela\Swaziland\Israel\Iceland\Zambia\Samoa\Senegal\Papua New Guinea\Gabon\Zimbabwe\Germany\Vanuat\Philippines\Mauritania\Kyrgyzstan\Macedonia\North Korea\Trinidad and Tobago\Latvia\Japan\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Cuba\Serbia\Comoros\United Kingdom\Congo\Greece\Sri Lanka\Fiji\Botswana,196,5756926677,20670000,34846,239.44618173976698,74491.46242677,70750.89288615996,1.319468111E8
IOM,International Organization for Migration,1951-12-05,POINT(6.15 46.2),6.15,"46.2, 6.15",46.2,Geneva,Canada\Brazil\Sao Tome and Principe\Belize\Argentina\Bolivia\Rwanda\Slovenia\Guatemala\Bosnia and Herzegovina\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\New Zealand\Pakistan\Albania\Uruguay\India\Kenya\South Korea\Tajikistan\Turkey\Afghanistan\Czech Republic\San Marino\France\Slovakia\Somalia\Per\Norway\Montenegro\Guinea-Bissa\Armenia\Dominican Republic\Ukraine\Ghana\Indonesia\Finland\United States\Vietnam\Russia\Bulgaria\Romania\Angola\Portugal\Nicaragua\Sweden\Austria\Mozambique\Uganda\Hungary\Panama\Costa Rica\Luxembourg\Cape Verde\Ecuador\Bangladesh\Belarus\Iran\El Salvador\Chile\Belgium\Thailand\Haiti\Georgia\Denmark\Poland\Namibia\Moldova\Croatia\Switzerland\Colombia\Cyprus\Italy\Sudan\Malta\Venezuela\Holy See\Israel\Zambia\Zimbabwe\Germany\Philippines\Kyrgyzstan\Latvia\Japan\Morocco\Honduras\Mexico\Egypt\Serbia\United Kingdom\Greece\Sri Lanka,97,3753562793,14915000,30651,131.43959446197002,40779.52994290001,37334.97089049999,9.053418344E7
ISO,International Organization for Standardization,1947-02-01,POINT(6.15 46.2),6.15,"46.2, 6.15",46.2,Geneva,Canada\Brazil\Turkmenistan\Lithuania\Ethiopia\Argentina\Bahrain\Saudi Arabia\Slovenia\Jordan\Spain\Australia\Netherlands\Jamaica\Oman\Tanzania\New Zealand\Pakistan\Albania\Maca\United Arab Emirates\Uruguay\India\Kenya\South Korea\Turkey\Czech Republic\Saint Lucia\Mongolia\France\Slovakia\Per\Norway\Malawi\Singapore\Montenegro\China\Antigua and Barbuda\Ukraine\Indonesia\Libya\Finland\United States\Vietnam\Russia\Bulgaria\Mauritius\Romania\Portugal\South Africa\Sweden\Malaysia\Austria\Uganda\Hungary\Kuwait\Ireland\Bangladesh\Brunei\Belarus\Iran\Algeria\Chile\Belgium\Thailand\Hong Kong\Denmark\Poland\Croatia\Switzerland\Grenada\Estonia\Uzbekistan\Tunisia\Colombia\Burundi\Cyprus\Barbados\Qatar\Italy\Nepal\Malta\Venezuela\Israel\Iceland\Papua New Guinea\Zimbabwe\Germany\Philippines\North Korea\Trinidad and Tobago\Japan\Syria\Morocco\Mexico\Egypt\Cuba\Serbia\United Kingdom\Greece\Sri Lanka,101,5093089999,18123000,2543,154.15117437164577,35251.02875225,36137.12082689999,1.041406566E8
ICRM,International Red Cross and Red Crescent Movement,1928-01-01,POINT(6.15 46.2),6.15,"46.2, 6.15",46.2,Geneva,Canada\Brazil\Sao Tome and Principe\Lithuania\Cambodia\Ethiopia\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Rwanda\Slovenia\Guatemala\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Tanzania\Gambia\Monaco\Bahamas\New Zealand\Yemen\Pakistan\Albania\United Arab Emirates\Uruguay\India\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Turkey\Afghanistan\Czech Republic\Solomon Islands\Saint Lucia\San Marino\Mongolia\France\Slovakia\Somalia\Per\Laos\Seychelles\Norway\Malawi\Cook Islands\Benin\Singapore\Montenegro\Saint Kitts and Nevis\Togo\Guinea-Bissa\China\Antigua and Barbuda\Dominican Republic\Ukraine\Ghana\Tonga\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\United States\Liechtenstein\Vietnam\Mali\Russia\Bulgaria\Mauritius\Romania\Angola\Portugal\South Africa\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Kuwait\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Ireland\Nigeria\Ecuador\Bangladesh\Iran\Algeria\El Salvador\Zaire\Chile\Belgium\Thailand\Haiti\Iraq\Sierra Leone\Denmark\Poland\Namibia\Lesotho\Croatia\Switzerland\Grenada\Chad\Estonia\Lebanon\Tunisia\Djibouti\Dominica\Colombia\Burundi\Barbados\Qatar\Italy\Sudan\Nepal\Malta\Suriname\Venezuela\Swaziland\Iceland\Zambia\Samoa\Senegal\Papua New Guinea\Zimbabwe\Germany\Vanuat\Philippines\Mauritania\North Korea\Trinidad and Tobago\Latvia\Japan\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Cuba\Serbia\United Kingdom\Congo\Greece\Sri Lanka\Fiji\Botswana,163,5629900651,20157000,34788,208.65195032409653,66472.23543233001,61818.06716079997,1.270053425E8
ITU,International Telecommunication Union,1932-12-09,POINT(6.15 46.2),6.15,"46.2, 6.15",46.2,Geneva,Canada\Brazil\Sao Tome and Principe\Turkmenistan\Kazakstan\Lithuania\Cambodia\Ethiopia\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Rwanda\Slovenia\Guatemala\Bosnia and Herzegovina\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Oman\Tanzania\Gambia\Monaco\Bahamas\New Zealand\Yemen\Pakistan\Albania\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Tajikistan\Turkey\Afghanistan\Czech Republic\Eritrea\Solomon Islands\San Marino\Mongolia\France\Slovakia\Somalia\Per\Laos\Naur\Norway\Malawi\Benin\Singapore\Montenegro\Togo\Guinea-Bissa\China\Armenia\Antigua and Barbuda\Dominican Republic\Ukraine\Ghana\Tonga\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\United States\Liechtenstein\Vietnam\Mali\Russia\Bulgaria\Mauritius\Romania\Angola\Portugal\South Africa\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Kuwait\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Andorra\Ireland\Nigeria\Ecuador\Bangladesh\Brunei\Belarus\Iran\Algeria\El Salvador\Zaire\Chile\Belgium\Thailand\Haiti\Iraq\Sierra Leone\Georgia\Denmark\Poland\Namibia\Moldova\Lesotho\Croatia\Kiribati\Switzerland\Grenada\Chad\Estonia\Equatorial Guinea\Lebanon\Uzbekistan\Tunisia\Djibouti\Colombia\Burundi\Cyprus\Barbados\Qatar\Italy\Bhutan\Sudan\Nepal\Malta\Maldives\Suriname\Venezuela\Swaziland\Holy See\Israel\Iceland\Zambia\Samoa\Senegal\Papua New Guinea\Gabon\Zimbabwe\Germany\Vanuat\Philippines\Mauritania\Kyrgyzstan\Macedonia\North Korea\Trinidad and Tobago\Latvia\South Sudan\Japan\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Cuba\Serbia\Comoros\United Kingdom\Congo\Greece\Sri Lanka\Fiji\Botswana,185,5745232591,21250000,35382,240.9284383559798,77525.11855931,71833.68484119998,1.3286165694E8
Intelsat,International Telecommunications Satellite Organization,1971-08-20,POINT(6.132777777 49.610555555),6.132777777,"49.610555555, 6.132777777",49.610555555,Luxembourg,Canada\Brazil\Sao Tome and Principe\Turkmenistan\Kazakstan\Lithuania\Cambodia\Ethiopia\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Rwanda\Slovenia\Guatemala\Bosnia and Herzegovina\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Oman\Tanzania\Gambia\Monaco\Bahamas\New Zealand\Yemen\Pakistan\Albania\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Tajikistan\Turkey\Afghanistan\Czech Republic\Eritrea\Solomon Islands\Saint Lucia\Mongolia\France\Slovakia\Somalia\Per\Laos\Naur\Seychelles\Norway\Malawi\Benin\Singapore\Togo\Guinea-Bissa\China\Armenia\Antigua and Barbuda\Dominican Republic\Ukraine\Ghana\Tonga\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\United States\Liechtenstein\Vietnam\Mali\Russia\Bulgaria\Mauritius\Romania\Angola\Portugal\South Africa\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Kuwait\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Ireland\Nigeria\Ecuador\Bangladesh\Brunei\Belarus\Iran\Algeria\El Salvador\Tuval\Zaire\Marshall Islands\Chile\Belgium\Thailand\Haiti\Iraq\Sierra Leone\Denmark\Poland\Namibia\Moldova\Lesotho\Croatia\Kiribati\Switzerland\Chad\Equatorial Guinea\Lebanon\Tunisia\Djibouti\Colombia\Burundi\Cyprus\Barbados\Qatar\Italy\Bhutan\Sudan\Nepal\Malta\Maldives\Suriname\Venezuela\Swaziland\Holy See\Israel\Iceland\Zambia\Samoa\Senegal\Papua New Guinea\Gabon\Zimbabwe\Germany\Vanuat\Philippines\Mauritania\Kyrgyzstan\Macedonia\North Korea\Trinidad and Tobago\Latvia\Japan\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Cuba\Comoros\United Kingdom\Congo\Greece\Sri Lanka\Fiji\Botswana,180,5698934661,20921000,34846,230.0417755613403,74947.49120860996,69009.11029949998,1.3156405624E8
IDB,Islamic Development Bank,1973-12-15,POINT(39.172777777 21.542777777),39.172777777,"21.542777777, 39.172777777",21.542777776999998,Jeddah,Turkmenistan\Kazakstan\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Guinea\Jordan\Oman\Gambia\Yemen\Pakistan\Albania\United Arab Emirates\Azerbaijan\Tajikistan\Turkey\Afghanistan\Somalia\Benin\Guinea-Bissa\Indonesia\Libya\Mali\Malaysia\Mozambique\Uganda\Niger\Kuwait\Bangladesh\Brunei\Iran\Algeria\Iraq\Sierra Leone\Chad\Lebanon\Tunisia\Djibouti\Qatar\Sudan\Maldives\Senegal\Gabon\Mauritania\Kyrgyzstan\Syria\Morocco\Egypt\Comoros,50,1065369854,4795000,31736,89.98544679994329,25574.90547489999,22047.7505415,2.9296202E7
LAES,Latin American Economic System,1975-10-17,POINT(-66.933333333 10.5),-66.93333333300001,"10.5, -66.933333333",10.5,Caracas,Brazil\Belize\Argentina\Bolivia\Guatemala\Paraguay\Jamaica\Uruguay\Per\Dominican Republic\Nicaragua\Panama\Guyana\Costa Rica\Ecuador\El Salvador\Chile\Haiti\Grenada\Colombia\Barbados\Suriname\Venezuela\Trinidad and Tobago\Honduras\Mexico\Cuba,27,482595867,2412000,142,25.405127510914667,9566.5720156,8938.8042953,2.0415894E7
LAIA,Latin American Integration Association,1980-08-12,POINT(-56.166666666 -34.866944444),-56.166666666000005,"-34.866944444, -56.166666666",-34.866944444,Montevideo,Brazil\Argentina\Bolivia\Guatemala\Spain\Paraguay\Uruguay\Per\China\Dominican Republic\Portugal\Nicaragua\Panama\Costa Rica\Ecuador\El Salvador\Chile\Colombia\Italy\Venezuela\Honduras\Mexico\Cuba,23,1786788330,5686000,142,26.56970272925502,9383.7985315,8574.6694718,3.0465069E7
MTCR,Missile Technology Control Regime,1987-04-16,,,,,,Canada\Brazil\Argentina\Spain\Australia\Netherlands\New Zealand\France\Norway\Finland\United States\Russia\Portugal\South Africa\Sweden\Austria\Hungary\Luxembourg\Ireland\Belgium\Denmark\Switzerland\Italy\Iceland\Germany\Japan\United Kingdom\Greece,28,1226064029,4309000,8,34.61876699946361,6744.1412768,6588.391729599999,6.1051002E7
NAM,Nonaligned Movement,1961-09-01,POINT(106.8294444 -6.18638889),106.82944440000001,"-6.18638889, 106.8294444",-6.18638889,Central Jakarta,Canada\Brazil\Sao Tome and Principe\Cambodia\Ethiopia\Belize\Bolivia\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Rwanda\Slovenia\Guatemala\Bosnia and Herzegovina\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Jamaica\Oman\Tanzania\Gambia\Bahamas\New Zealand\Yemen\Pakistan\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Kenya\Afghanistan\Eritrea\Saint Lucia\San Marino\Mongolia\Somalia\Per\Laos\Seychelles\Norway\Malawi\Benin\Singapore\Togo\Guinea-Bissa\China\Armenia\Antigua and Barbuda\Dominican Republic\Ghana\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\Vietnam\Mali\Bulgaria\Mauritius\Romania\Angola\Portugal\South Africa\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Kuwait\Panama\Guyana\Costa Rica\Cape Verde\Nigeria\Ecuador\Bangladesh\Brunei\Iran\Algeria\El Salvador\Zaire\Chile\Thailand\Iraq\Sierra Leone\Poland\Namibia\Lesotho\Croatia\Switzerland\Grenada\Chad\Equatorial Guinea\Lebanon\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Dominica\Colombia\Burundi\Cyprus\Barbados\Qatar\Italy\Bhutan\Sudan\Nepal\Malta\Maldives\Suriname\Venezuela\Swaziland\Zambia\Senegal\Papua New Guinea\Gabon\Zimbabwe\Germany\Vanuat\Philippines\Mauritania\North Korea\Trinidad and Tobago\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Cuba\Comoros\Congo\Greece\Sri Lanka\Botswana,144,4760527724,17442000,34111,201.7959093431852,64287.49598105,58821.830645399976,9.53046966E7
NC,Nordic Council,1952-03-16,POINT(12.568888888 55.676111111),12.568888888,"55.676111111, 12.568888888",55.676111111000004,Copenhagen,Norway\Finland\Sweden\Denmark\Iceland,5,23909915,93000,0,5.23151916540986,1064.1749606,1237.0425601,1257284.0
NIB,Nordic Investment Bank,1975-12-04,POINT(24.93417 60.17556),24.93417,"60.17556, 24.93417",60.17556,Helsinki,Norway\Finland\Sweden\Denmark\Iceland,5,23909915,93000,0,5.23151916540986,1064.1749606,1237.0425601,1257284.0
ANC,North Atlantic Cooperation Council,1991-11-08,,,,,,Canada\Turkmenistan\Kazakstan\Lithuania\Slovenia\Spain\Netherlands\Albania\Azerbaijan\Tajikistan\Turkey\Czech Republic\France\Slovakia\Norway\Armenia\Ukraine\Finland\United States\Russia\Bulgaria\Romania\Portugal\Sweden\Austria\Hungary\Luxembourg\Belarus\Belgium\Georgia\Denmark\Poland\Moldova\Estonia\Uzbekistan\Italy\Malta\Iceland\Germany\Kyrgyzstan\Latvia\United Kingdom\Greece,43,1126231281,4726000,677,63.62953638207084,17461.817145000005,15905.117268499998,4.6925747E7
NATO,North Atlantic Treaty Organization,1949-09-17,POINT(4.3525 50.846666666),4.3525,"50.846666666, 4.3525",50.846666666000004,Brussels,Canada\Spain\Netherlands\Turkey\France\Norway\United States\Portugal\Luxembourg\Belgium\Denmark\Italy\Iceland\Germany\United Kingdom\Greece,16,711227939,3432000,443,24.569516492639558,4222.1169654,3871.3034646000006,2.2848806E7
EN,Nuclear Energy Agency,1958-01-01,POINT(2.241388888 48.835277777),2.241388888,"48.835277777, 2.241388888",48.835277776999995,Boulogne-Billancourt,Canada\Spain\Australia\Netherlands\Turkey\France\Norway\Finland\United States\Portugal\Sweden\Austria\Luxembourg\Ireland\Belgium\Denmark\Switzerland\Italy\Iceland\Germany\Japan\United Kingdom\Greece,23,887741826,3857000,444,31.568485668150945,5621.6065431000015,5340.1618247999995,3.1895905E7
NSG,Nuclear Suppliers Group,,,,,,,Canada\Brazil\Argentina\Spain\Australia\Netherlands\New Zealand\South Korea\Czech Republic\France\Slovakia\Norway\Ukraine\Finland\United States\Russia\Bulgaria\Romania\Portugal\South Africa\Sweden\Austria\Hungary\Luxembourg\Ireland\Belgium\Denmark\Poland\Switzerland\Italy\Germany\Japan\United Kingdom\Greece,34,1406748003,4977000,242,45.12550901957096,9741.1128837,9144.2047617,6.2438823E7
OECD,Organization for Economic Cooperation and Development,1960-12-14,,,,,,Canada\Spain\Australia\Netherlands\New Zealand\Turkey\Czech Republic\France\Norway\Finland\United States\Portugal\Sweden\Austria\Hungary\Luxembourg\Ireland\Belgium\Denmark\Switzerland\Italy\Iceland\Germany\Japan\Mexico\United Kingdom\Greece,27,1007385932,4265000,444,35.474440935093256,7332.2503976,6876.385577699999,3.4308868E7
OSCE,Organization for Security and Cooperation in Europe,1995-01-01,POINT(16.3665 48.21),16.3665,"48.21, 16.3665",48.21,Q2047146,Canada\Turkmenistan\Kazakstan\Lithuania\Slovenia\Bosnia and Herzegovina\Spain\Netherlands\Monaco\Albania\Azerbaijan\Tajikistan\Turkey\Czech Republic\San Marino\France\Slovakia\Norway\Montenegro\Armenia\Ukraine\Finland\United States\Liechtenstein\Russia\Bulgaria\Romania\Portugal\Sweden\Austria\Hungary\Luxembourg\Ireland\Belarus\Belgium\Georgia\Denmark\Poland\Moldova\Croatia\Switzerland\Estonia\Uzbekistan\Cyprus\Italy\Malta\Holy See\Iceland\Germany\Kyrgyzstan\Macedonia\Latvia\Serbia\United Kingdom\Greece,55,1155653891,4845000,677,72.23740847492121,20381.0967003,17817.209114,4.7271394339999996E7
OAU,Organization of African Unity,1963-05-25,,,,,,Sao Tome and Principe\Ethiopia\Cameroon\Burkina Faso\Rwanda\Guinea\Liberia\Tanzania\Gambia\Madagascar\Kenya\Eritrea\Somalia\Seychelles\Malawi\Benin\Western Sahara\Togo\Guinea-Bissa\Ghana\Libya\Cote dIvoire\Central African Republic\Mali\Mauritius\Angola\South Africa\Mozambique\Uganda\Niger\Cape Verde\Nigeria\Algeria\Zaire\Sierra Leone\Namibia\Lesotho\Chad\Equatorial Guinea\Tunisia\Djibouti\Burundi\Sudan\Swaziland\Zambia\Senegal\Gabon\Zimbabwe\Mauritania\South Sudan\Egypt\Comoros\Congo\Botswana,54,714658288,2020000,5953,64.61877781765129,28562.408182189996,23618.119918800003,2.9908527E7
OAS,Organization of American States,1948-04-30,POINT(-77.036666666 38.895),-77.036666666,"38.895, -77.036666666",38.895,"Washington, D.C.",Canada\Brazil\Belize\Argentina\Bolivia\Saudi Arabia\Guatemala\Spain\Netherlands\Paraguay\Jamaica\Bahamas\Pakistan\Uruguay\India\Saint Vincent and the Grenadines\South Korea\Saint Lucia\France\Per\Saint Kitts and Nevis\Antigua and Barbuda\Dominican Republic\Finland\United States\Russia\Romania\Angola\Portugal\Nicaragua\Austria\Hungary\Panama\Guyana\Costa Rica\Ecuador\Algeria\El Salvador\Chile\Belgium\Haiti\Poland\Switzerland\Grenada\Equatorial Guinea\Tunisia\Dominica\Colombia\Cyprus\Barbados\Italy\Suriname\Venezuela\Holy See\Israel\Germany\Trinidad and Tobago\Japan\Morocco\Honduras\Mexico\Egypt\Cuba\Greece,64,2722294569,10971000,1278,84.39678459374446,19009.684043510002,18627.552715200007,7.178996144E7
OAPEC,Organization of Arab Petroleum Exporting Countries,1968-01-09,POINT(47.6 29.166667),47.6,"29.166667, 47.6",29.166666999999997,Kuwait,Bahrain\Saudi Arabia\United Arab Emirates\Libya\Kuwait\Algeria\Iraq\Qatar\Syria\Egypt,10,160788760,907000,1342,25.423678146829392,3256.4549013,4204.6731284,7830585.0
OECS,Organization of Eastern Caribbean States,1981-06-18,,,,,,Saint Vincent and the Grenadines\Saint Lucia\Saint Kitts and Nevis\Antigua and Barbuda\British Virgin Islands\Grenada\Dominica\Anguilla\Montserrat,9,605133,0,0,0.0,337.73104418,639.9061757,3167.0
OPEC,Organization of Petroleum Exporting Countries,1960-09-14,,,,,,Saudi Arabia\United Arab Emirates\Indonesia\Libya\Kuwait\Nigeria\Iran\Algeria\Iraq\Qatar\Venezuela\Gabon,12,480789302,1786000,2540,24.582428165570114,3798.4827028,5174.4366595,1.2314265E7
