area,PIB_par_hbt,government,name,car_code,memberships,nombre_appartenances,population,religion_principale,langue_principale,PIB_national,Soldats_2017,DepensesMilitairesPIB_2018,MortsGuerre_2018,Exportations_2018,Importations_2018
244820.0,1138400.0,constitutional monarchy,United Kingdom,GB,AfDB\AG\AsDB\BIS\CDB\C\CE\CCC\ESCAP\ECA\ECE\ECLAC\EBRD\EIB\CERN\ESA\EU\FAO\G-5\G-7\G-8\G-10\IADB\IAEA\IBRD\ICC\ICAO\ICFTU\Interpol\IDA\IEA\IFRCS\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\IOM\ISO\ICRM\ITU\Intelsat\MTCR\ANC\NATO\EN\NSG\OECD\OSCE\PCA\SPC\UN\UNAVEM-III\UNCRO\UNFICYP\UNIDO\UNITAR\UNIKOM\UNOMIG\UNHCR\UNPREDEP\UNPROFOR\UNRWA\UNU\UPU\WEU\WCL\WHO\WIPO\WMO\WTrO\ZC,73,58489975,Anglican,English,6.658498754E13,148000,1.78220538089607,0,170.9922039,194.1154156
647500.0,12800.0,transitional government,Afghanistan,AFG,AsDB\CP\ESCAP\ECO\FAO\G-77\IAEA\IBRD\ICAO\IDA\IFRCS\IFC\IFAD\ILO\IMF\IOC\IOM\ICRM\ITU\Intelsat\IDB\NAM\OIC\UN\UNESCO\UNIDO\UPU\WFTU\WHO\WMO\WToO,30,22664136,Muslim,Turkic,2.901009408E11,323000,0.984560504130132,25682,637.410423,629.8677774
9596960.0,3500000.0,Communist state,China,CN,AfDB\APEC\AsDB\Mekong-Group\CCC\ESCAP\FAO\IAEA\IBRD\ICAO\ICFTU\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\ISO\ICRM\ITU\Intelsat\LAIA\NAM\PCA\UN\UNESCO\UNIDO\UNITAR\UNIKOM\MINURSO\UNOMIL\UNHCR\UNTSO\UNU\UPU\WHO\WIPO\WMO\WToO\WTrO,43,1210004956,Muslim,,4.235017346E15,2695000,1.86593660065812,0,997.8591751,949.1200939
1648000.0,323500.0,theocratic republic,Iran,IR,CP\CCC\ESCAP\ECO\FAO\G-19\G-24\G-77\IAEA\IBRD\ICC\ICAO\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\IOM\ISO\ICRM\ITU\Intelsat\IDB\NAM\OPEC\OIC\PCA\UN\UNESCO\UNIDO\UNHCR\UPU\WCL\WFTU\WHO\WIPO\WMO\WToO,42,66094264,Muslim,Turkish,2.1381494404E13,0,0.0,0,0.0,0.0
803940.0,274200.0,republic,Pakistan,PK,AsDB\CP\C\CCC\ESCAP\ECO\FAO\G-19\G-24\G-77\IAEA\IBRD\ICC\ICAO\ICFTU\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\IOM\ISO\ICRM\ITU\Intelsat\IDB\NAM\OAS\OIC\PCA\SAARC\UN\UNAVEM-III\UNAMIR\UNCRO\UNESCO\UNIDO\UNITAR\UNIKOM\MINURSO\UNMIH\UNOMIG\UNOMIL\UNHCR\UNPREDEP\UNPROFOR\UPU\WCL\WFTU\WHO\WIPO\WMO\WToO\WTrO,58,129275660,Muslim,Pashtu,3.5447385972E13,936000,4.025735628755,209,260.1342707,556.6222697
143100.0,6400.0,republic,Tajikistan,TAD,CIS\ESCAP\ECE\ECO\EBRD\FAO\IBRD\ICAO\IDA\IFC\IFAD\ILO\IMF\IOC\IOM\ITU\Intelsat\IDB\ANC\OSCE\OIC\UN\UNESCO\UNIDO\UPU\WHO\WIPO\WMO\WTrO,28,5916373,Muslim,,3.78647872E10,17000,0.0,0,147.7707006,466.6666667
488100.0,11500.0,republic,Turkmenistan,TM,CIS\CCC\ESCAP\ECE\ECO\EBRD\FAO\IBRD\ICAO\IFRCS\ILO\IMO\IMF\IOC\ISO\ITU\Intelsat\IDB\ANC\OSCE\OIC\PFP\UN\UNESCO\UPU\WHO\WMO\WToO\WTrO,28,4149283,Muslim,Turkmen,4.77167545E10,42000,0.0,0,399.0422985,139.9776036
447400.0,54700.0,republic,Uzbekistan,UZB,AsDB\CIS\CCC\ESCAP\ECE\ECO\EBRD\IAEA\IBRD\ICAO\Interpol\IDA\IFRCS\IFC\ILO\IMF\IOC\ISO\ITU\NAM\ANC\OSCE\OIC\PFP\UN\UNESCO\UNIDO\UPU\WHO\WIPO\WMO\WToO\WTrO,32,23418381,Muslim,Uzbek,1.2809854407E12,68000,3.5554825523167,0,398.2186475,641.6889878
29800.0,9100.0,republic,Armenia,ARM,BSEC\CIS\CCC\ESCAP\ECE\EBRD\FAO\IAEA\IBRD\ICAO\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMF\IOC\IOM\ITU\Intelsat\NAM\ANC\OSCE\PFP\UN\UNESCO\UNIDO\UPU\WHO\WIPO\WMO\WTrO,32,3463574,Christian Orthodox,Armenian,3.15185234E10,49000,4.77833758658911,0,819.8844324,562.7848962
69700.0,6200.0,republic,Georgia,GE,BSEC\CIS\CCC\ECE\EBRD\FAO\IBRD\ICAO\Interpol\IDA\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\IOM\ITU\ANC\OSCE\PFP\UN\UNESCO\UNIDO\UPU\WHO\WIPO\WMO\WToO,29,5219810,Christian Orthodox,Georgian,3.2362822E10,26000,1.93504651785341,0,1038.916409,1287.991136
86600.0,11500.0,republic,Azerbaijan,AZ,BSEC\CIS\CCC\ESCAP\ECE\ECO\EBRD\FAO\IBRD\ICAO\Interpol\IDA\IFRCS\IFAD\ILO\IMO\IMF\IOC\ITU\Intelsat\IDB\NAM\ANC\OSCE\OIC\PFP\UN\UNESCO\UNIDO\UPU\WHO\WIPO\WMO\WTrO,33,7676953,Muslim,Azeri,8.82849595E10,82000,3.77369409189023,0,1130.08596,980.3754266
620.0,7300.0,traditional monarchy,Bahrain,BRN,ABEDA\AFESD\AL\AMF\ESCWA\FAO\G-77\GCC\IBRD\ICAO\Interpol\IFRCS\ILO\IMO\Inmarsat\IMF\IOC\ISO\ICRM\ITU\Intelsat\IDB\NAM\OAPEC\OIC\UN\UNESCO\UNIDO\UPU\WFTU\WHO\WIPO\WMO\WTrO,33,590042,Muslim,,4.3073066E9,19000,3.5954853914713,0,294.7535711,278.3149589
144000.0,144500.0,republic,Bangladesh,BD,AsDB\CP\C\CCC\ESCAP\FAO\G-77\IAEA\IBRD\ICAO\ICFTU\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\IOM\ISO\ICRM\ITU\Intelsat\IDB\NAM\OIC\SAARC\UN\UNAVEM-III\UNAMIR\UNCRO\UNESCO\UNIDO\UNIKOM\MINURSO\UNMIH\UNMOT\UNOMIG\UNHCR\UNPREDEP\UNPROFOR\UNU\UPU\WCL\WFTU\WHO\WIPO\WMO\WToO\WTrO,52,123062800,Muslim,,1.77825746E13,221000,1.36491749632018,0,614.3687588,681.0210514
678500.0,47000.0,military regime,Myanmar,MYA,AsDB\Mekong-Group\CP\CCC\ESCAP\FAO\G-77\IAEA\IBRD\ICAO\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\IMF\IOC\ICRM\ITU\Intelsat\NAM\UN\UNESCO\UNIDO\UPU\WHO\WMO\WTrO,29,45975625,Muslim,Burmese,2.160854375E12,513000,2.92475932439651,96,1027.071233,816.0100216
3287590.0,1408700.0,federal republic,India,IND,AfDB\AG\AsDB\CP\C\CCC\ESCAP\FAO\G-6\G-15\G-19\G-24\G-77\IAEA\IBRD\ICC\ICAO\ICFTU\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\IOM\ISO\ICRM\ITU\Intelsat\NAM\OAS\PCA\SAARC\UN\UNAVEM-III\UNAMIR\UNESCO\UNIDO\UNITAR\UNIKOM\UNMIH\UNOMIL\UNHCR\UNU\UPU\WFTU\WHO\WIPO\WMO\WToO\WTrO,54,952107694,Muslim,Hindi,1.3412341085378E15,3031000,2.41903434166523,818,766.36084,998.5153333
47000.0,1300.0,monarchy,Bhutan,BHT,AsDB\CP\ESCAP\FAO\G-77\IBRD\ICAO\IDA\IFAD\IMF\IOC\ITU\Intelsat\NAM\SAARC\UN\UNESCO\UNIDO\UPU\WHO\WIPO,20,1822625,Buddhist,,2.3694125E9,0,0.0,0,587.9087379,597.9052511
5770.0,4600.0,constitutional sultanate,Brunei,BRU,ASEAN\Mekong-Group\C\ESCAP\FAO\G-77\IBRD\ICAO\Interpol\IMO\Inmarsat\IMF\IOC\ISO\ITU\Intelsat\IDB\NAM\OIC\UN\UPU\WHO\WIPO\WMO\WTrO,24,299939,Muslim,,1.3797194E9,0,0.0,0,0.0,0.0
329750.0,193600.0,constitutional monarchy,Malaysia,MAL,AsDB\ASEAN\Mekong-Group\CP\C\CCC\ESCAP\FAO\G-15\G-77\IAEA\IBRD\ICAO\ICFTU\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\ISO\ICRM\ITU\Intelsat\IDB\NAM\OIC\UN\UNAVEM-III\UNCRO\UNESCO\UNIDO\UNIKOM\MINURSO\UNOMIL\UNPREDEP\UNPROFOR\UPU\WCL\WFTU\WHO\WIPO\WMO\WToO\WTrO,48,19962893,Muslim,,3.8648160848E12,136000,0.98400150124734,0,251.916502,265.4883095
236800.0,5200.0,Communist state,Laos,LAO,ACCT\AsDB\ASEAN\Mekong-Group\CP\ESCAP\FAO\G-77\IBRD\ICAO\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMF\IOC\ICRM\ITU\Intelsat\NAM\PCA\UN\UNESCO\UNIDO\UPU\WFTU\WHO\WIPO\WMO\WToO\WTrO,32,4975772,Buddhist,,2.58740144E10,0,0.0,0,0.0,0.0
514000.0,416700.0,constitutional monarchy,Thailand,THA,AsDB\ASEAN\Mekong-Group\CP\CCC\ESCAP\FAO\G-77\IAEA\IBRD\ICAO\ICFTU\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\IMF\IOC\IOM\ISO\ICRM\ITU\Intelsat\NAM\PCA\UN\UNESCO\UNIDO\UNIKOM\UNHCR\UNU\UPU\WCL\WFTU\WHO\WIPO\WMO\WTrO,40,58851357,Muslim,,2.45233604619E13,455000,1.32751335607131,36,366.8036542,400.8194802
181040.0,7000.0,multiparty liberal democracy under a constitutional monarchy established in September 1993,Cambodia,K,ACCT\AsDB\Mekong-Group\CP\ESCAP\FAO\G-77\IAEA\IBRD\ICAO\Interpol\IDA\IFRCS\IFAD\ILO\IMO\IMF\ICRM\ITU\Intelsat\NAM\PCA\UN\UNESCO\UNIDO\UPU\WFTU\WHO\WIPO\WMO\WToO\WTrO,31,10861218,Buddhist,,7.6028526E10,191000,2.20647137386887,0,1003.990962,970.1819985
329560.0,97000.0,Communist state,Vietnam,VN,ACCT\AsDB\ASEAN\Mekong-Group\CCC\ESCAP\FAO\G-77\IAEA\IBRD\ICAO\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\IMF\IOC\IOM\ISO\ICRM\ITU\Intelsat\NAM\UN\UNESCO\UNIDO\UPU\WCL\WFTU\WHO\WIPO\WMO\WToO\WTrO,36,73976973,Buddhist,,7.175766381E12,522000,2.29945742821055,0,1675.641941,1506.056459
2717300.0,46900.0,republic,Kazakstan,KAZ,AsDB\CIS\CCC\ESCAP\ECE\ECO\EBRD\IAEA\IBRD\ICAO\Interpol\IDA\IFC\ILO\IMO\IMF\IOC\ITU\Intelsat\IDB\ANC\OSCE\OIC\PFP\UN\UNESCO\UPU\WHO\WIPO\WMO\WToO\WTrO,31,16916463,Muslim,Kazakh,7.933821147E11,0,0.0,0,0.0,0.0
120540.0,21500.0,Communist state,North Korea,NOK,ESCAP\FAO\G-77\ICAO\IFRCS\IFAD\IMO\IOC\ISO\ICRM\ITU\Intelsat\NAM\UN\UNESCO\UNIDO\UPU\WFTU\WHO\WIPO\WMO\WToO,21,23904124,,Korean,5.13938666E11,0,0.0,0,0.0,0.0
198500.0,5400.0,republic,Kyrgyzstan,KGZ,AsDB\CIS\ESCAP\ECE\ECO\EBRD\FAO\IBRD\ICAO\IDA\IFC\IFAD\ILO\IMF\IOC\IOM\ITU\Intelsat\IDB\ANC\OSCE\OIC\PFP\PCA\UN\UNESCO\UNIDO\UPU\WHO\WIPO\WMO\WToO\WTrO,32,4529648,Muslim,Kyrgyz,2.44600992E10,0,0.0,0,0.0,0.0
1092.0,307600.0,special administrative area in China,Hong Kong,HONX,APEC\BIS\ICC\ISO\IMF\IMO\IOC\UPU\WCL\WFTU\WMO,10,7055071,Christian,Chinese,2.1701398396E12,0,0.0,0,0.0,0.0
16.0,220400.0,special administrative area in China,Macau,MACX,IMF\IMO\ISO\UNESCO\UPU\WFTU\WMO,6,496837,Roman Catholic,Portuguese,1.095028748E11,0,0.0,0,0.0,0.0
1565000.0,4900.0,republic,Mongolia,MNG,AsDB\CCC\ESCAP\FAO\G-77\IAEA\IBRD\ICAO\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMF\IOC\ISO\ICRM\ITU\Intelsat\NAM\UN\UNESCO\UNIDO\UPU\WFTU\WHO\WIPO\WMO\WToO\WTrO,30,2496617,Buddhist,Khalkha Mongol,1.22334233E10,18000,0.761588208041898,0,1308.659948,956.0618389
140800.0,25200.0,parliamentary democracy as of 12 May 1991,Nepal,NEP,AsDB\CP\CCC\ESCAP\FAO\G-77\IBRD\ICAO\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\IMF\IOC\ISO\ICRM\ITU\Intelsat\NAM\SAARC\UN\UNCRO\UNESCO\UNIDO\UNIFIL\UNMIH\UNPROFOR\UPU\WFTU\WHO\WMO\WToO\WTrO,35,22094033,Muslim,Nepali,5.567696316E11,112000,1.44280062147258,0,97.80310945,808.2823268
135.0,0.0,territory of Australia,Christmas Island,XMAS,,0,1402,Muslim,,0.0,0,0.0,0,0.0,0.0
14.0,0.0,territory of Australia,Cocos Islands,COCO,WMO,0,596,Muslim,,0.0,0,0.0,0,0.0,0.0
9251.0,7800.0,republic,Cyprus,CY,C\CE\CCC\ECE\EBRD\EU\FAO\G-77\IAEA\IBRD\ICC\ICAO\ICFTU\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\IOM\ISO\ITU\Intelsat\NAM\OSCE\OAS\PCA\UN\UNESCO\UNIDO\UPU\WCL\WFTU\WHO\WIPO\WMO\WToO\WTrO,41,744609,Christian Orthodox,Greek,5.8079502E9,16000,1.57216193491902,0,525.3549501,280.0996592
360.0,1700.0,,Gaza Strip,GAZA,,0,813332,Muslim,Arabic,1.3826644E9,0,0.0,0,0.0,0.0
20770.0,80100.0,republic,Israel,IL,AG\BSEC\CE\CCC\ECE\EBRD\CERN\FAO\IADB\IAEA\IBRD\ICC\ICAO\ICFTU\Interpol\IDA\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\IOM\ISO\ITU\Intelsat\OAS\PCA\UN\UNESCO\UNIDO\UNHCR\UPU\WHO\WIPO\WMO\WToO\WTrO,38,5421995,Jewish,Hebrew,4.343017995E11,178000,4.34810126356225,58,197.2729762,212.545773
1001450.0,171000.0,republic,Egypt,ET,AfDB\ACCT\AG\ABEDA\ACC\AFESD\AL\AMF\BSEC\CAEU\CCC\ESCWA\ECA\EBRD\FAO\G-15\G-19\G-24\G-77\IAEA\IBRD\ICC\ICAO\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\IOM\ISO\ICRM\ITU\Intelsat\IDB\NAM\OAU\OAS\OAPEC\OIC\PCA\UN\UNAVEM-III\UNCRO\UNESCO\UNIDO\MINURSO\UNOMIG\UNOMIL\UNPREDEP\UNPROFOR\UNRWA\UPU\WFTU\WHO\WIPO\WMO\WToO\WTrO,62,63575107,Muslim,,1.0871343297E13,0,0.0,0,0.0,0.0
1919440.0,710900.0,republic,Indonesia,RI,AsDB\ASEAN\Mekong-Group\CP\CCC\ESCAP\FAO\G-15\G-19\G-77\IAEA\IBRD\ICC\ICAO\ICFTU\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\IOM\ISO\ICRM\ITU\Intelsat\IDB\NAM\OPEC\OIC\UN\UNCRO\UNESCO\UNIDO\UNIKOM\UNOMIG\UNPREDEP\UNPROFOR\UPU\WCL\WFTU\WHO\WIPO\WMO\WToO\WTrO,49,206611600,Muslim,,1.4688018644E14,676000,0.716442832780161,25,275.54552,432.8635229
15007.0,489.0,parliamentary democracy,Timor-Leste,TL,ACP\FAO\G-77\IBRD\ICAO\IDA\IFAD\IFC\IFRCS\ILO\IMF\IMO\Interpol\IOC\NAM\UN\UNESCO\UNIDO\UPU\WFTU\WHO,20,1131612,Muslim,,5.53358268E8,2000,0.609203395555699,0,0.0,0.0
461690.0,10200.0,parliamentary democracy,Papua New Guinea,PNG,ACP\APEC\AsDB\CP\C\ESCAP\FAO\G-77\IBRD\ICAO\ICFTU\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\IMF\IOC\ISO\ICRM\ITU\Intelsat\NAM\SPC\SPF\Sparteca\UN\UNESCO\UNIDO\UPU\WFTU\WHO\WMO,34,4394537,Roman Catholic,English,4.48242774E10,4000,0.271533184498923,0,485.0829754,225.8724587
437072.0,41100.0,republic,Iraq,IRQ,ABEDA\ACC\AFESD\AL\AMF\CAEU\CCC\ESCWA\FAO\G-19\G-77\IAEA\IBRD\ICAO\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\ICRM\ITU\Intelsat\IDB\NAM\OAPEC\OPEC\OIC\PCA\UN\UNESCO\UNIDO\UPU\WFTU\WHO\WIPO\WMO\WToO,41,21422292,Muslim,,8.804562012E11,209000,2.72652780753896,1254,467.3975157,402.6532985
89213.0,19300.0,constitutional monarchy,Jordan,JOR,ABEDA\ACC\AFESD\AL\AMF\CAEU\CCC\ESCWA\FAO\G-77\IAEA\IBRD\ICC\ICAO\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\IMF\IOC\IOM\ISO\ICRM\ITU\Intelsat\IDB\NAM\OIC\PCA\UN\UNAVEM-III\UNAMIR\UNCRO\UNESCO\UNIDO\UNMIH\UNMOT\UNOMIG\UNOMIL\UNPREDEP\UNPROFOR\UNRWA\UPU\WFTU\WHO\WIPO\WMO\WToO\WTrO,51,4212152,Muslim,,8.12945336E10,116000,4.68252872600818,0,409.2688389,439.7444508
17820.0,30800.0,nominal constitutional monarchy,Kuwait,KWT,AfDB\ABEDA\AFESD\AL\AMF\BDEAC\CAEU\CCC\ESCWA\FAO\G-77\GCC\IAEA\IBRD\ICC\ICAO\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\ISO\ICRM\ITU\Intelsat\IDB\NAM\OAPEC\OPEC\OIC\UN\UNESCO\UNIDO\UPU\WFTU\WHO\WMO\WToO\WTrO,43,1950047,Muslim,,6.00614476E10,25000,5.05553177566242,0,370.1287812,501.0969535
1960582.0,189300.0,monarchy,Saudi Arabia,SA,AfDB\ABEDA\AFESD\AL\AMF\CCC\ESCWA\FAO\G-19\G-77\GCC\IAEA\IBRD\ICC\ICAO\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\ISO\ICRM\ITU\Intelsat\IDB\NAM\OAS\OAPEC\OPEC\OIC\UN\UNESCO\UNIDO\UPU\WFTU\WHO\WIPO\WMO\WTrO,43,19409058,Muslim,Arabic,3.6741346794E12,252000,8.77471912659104,11,379.4302016,453.286593
185180.0,91200.0,republic under military regime since March 1963,Syria,SYR,ABEDA\AFESD\AL\AMF\CAEU\CCC\ESCWA\FAO\G-24\G-77\IAEA\IBRD\ICC\ICAO\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\IMF\IOC\ISO\ICRM\ITU\Intelsat\IDB\NAM\OAPEC\OIC\UN\UNESCO\UNIDO\UNRWA\UPU\WFTU\WHO\WMO\WToO,39,15608648,Muslim,,1.4235086976E12,0,0.0,0,0.0,0.0
10400.0,18300.0,republic,Lebanon,RL,ACCT\ABEDA\AFESD\AL\AMF\CCC\ESCWA\FAO\G-24\G-77\IAEA\IBRD\ICC\ICAO\ICFTU\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\IMF\IOC\ICRM\ITU\Intelsat\IDB\NAM\OIC\PCA\UN\UNESCO\UNIDO\UNHCR\UNRWA\UPU\WFTU\WHO\WIPO\WMO\WToO,41,3776317,Christian,,6.91066011E10,80000,4.99389131578459,0,535.9579053,327.3829053
5860.0,3700.0,,West Bank,WEST,,0,1427741,Muslim,Arabic,5.2826417E9,0,0.0,0,0.0,0.0
377835.0,2679200.0,constitutional monarchy,Japan,J,AfDB\AG\APEC\AsDB\BIS\CP\CCC\ESCAP\EBRD\FAO\G-2\G-5\G-7\G-8\G-10\IADB\IAEA\IBRD\ICC\ICAO\ICFTU\Interpol\IDA\IEA\IFRCS\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\IOM\ISO\ICRM\ITU\Intelsat\MTCR\EN\NSG\OECD\OAS\PCA\UN\UNESCO\UNIDO\UNITAR\UNHCR\UNRWA\UNU\UPU\WFTU\WHO\WIPO\WMO\WToO\WTrO\ZC,57,125449703,Buddhist,Japanese,3.361048442776E14,261000,0.923839535738282,0,154.0057115,197.2247122
98480.0,590700.0,republic,South Korea,ROK,AfDB\APEC\AsDB\CP\CCC\ESCAP\EBRD\FAO\G-77\IAEA\IBRD\ICC\ICAO\ICFTU\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\IOM\ISO\ICRM\ITU\Intelsat\NSG\OAS\UN\UNESCO\UNIDO\UNMOGIP\MINURSO\UNOMIG\UNU\UPU\WHO\WIPO\WMO\WToO\WTrO,43,45482291,Buddhist,,2.68663892937E13,0,0.0,0,0.0,0.0
300.0,390.0,republic,Maldives,MV,AsDB\CP\C\ESCAP\FAO\G-77\IBRD\ICAO\Interpol\IDA\IFC\IFAD\IMO\IMF\IOC\ITU\Intelsat\IDB\NAM\OIC\SAARC\UN\UNESCO\UNIDO\UPU\WHO\WMO\WToO\WTrO,28,270758,Muslim,,1.0559562E8,0,0.0,0,312.0791168,761.6819784
212460.0,19100.0,monarchy,Oman,OM,ABEDA\AFESD\AL\AMF\ESCWA\FAO\G-77\GCC\IBRD\ICAO\Interpol\IDA\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\ISO\ITU\Intelsat\IDB\NAM\OIC\UN\UNESCO\UNIDO\UPU\WFTU\WHO\WMO,31,2186548,Muslim,,4.17630668E10,47000,8.17129950109292,0,412.0425426,495.2599617
75581.0,70100.0,federation with specified powers delegated to the UAE central government and other powers reserved to member emirates,United Arab Emirates,UAE,AfDB\ABEDA\AFESD\AL\AMF\CAEU\CCC\ESCWA\FAO\G-77\GCC\IAEA\IBRD\ICAO\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\ISO\ICRM\ITU\Intelsat\IDB\NAM\OAPEC\OPEC\OIC\UN\UNESCO\UNIDO\UPU\WHO\WIPO\WMO\WToO,40,3057337,Muslim,,2.143193237E11,63000,0.0,0,635.8867894,747.0638468
527970.0,37100.0,republic,Yemen,YE,ACC\AFESD\AL\AMF\CAEU\CCC\ESCWA\FAO\G-77\IAEA\IBRD\ICAO\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\IMF\IOC\ICRM\ITU\Intelsat\IDB\NAM\OIC\UN\UNESCO\UNIDO\UPU\WFTU\WHO\WIPO\WMO\WToO\WTrO,36,13483178,Muslim,,5.002259038E11,0,0.0,0,0.0,0.0
299764.0,179700.0,republic,Philippines,RP,AsDB\ASEAN\Mekong-Group\CP\CCC\ESCAP\FAO\G-24\G-77\IAEA\IBRD\ICAO\ICFTU\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\IOM\ISO\ICRM\ITU\Intelsat\NAM\UN\UNESCO\UNIDO\UNMIH\UNHCR\UNU\UPU\WCL\WFTU\WHO\WIPO\WMO\WTrO,41,74480848,Muslim,,1.33842083856E13,153000,1.12932406072171,420,177.2348382,322.2748429
11000.0,10700.0,traditional monarchy,Qatar,Q,ABEDA\AFESD\AL\AMF\CCC\ESCWA\FAO\G-77\GCC\IAEA\IBRD\ICAO\Interpol\IFRCS\IFAD\ILO\IMO\Inmarsat\IMF\IOC\ISO\ICRM\ITU\Intelsat\IDB\NAM\OAPEC\OPEC\OIC\UN\UNESCO\UNIDO\UPU\WHO\WIPO\WMO\WTrO,36,547761,Muslim,,5.8610427E9,22000,0.0,0,727.0006825,974.6644515
632.6,66100.0,republic within Commonwealth,Singapore,SGP,AsDB\ASEAN\Mekong-Group\CP\C\CCC\ESCAP\G-77\IAEA\IBRD\ICC\ICAO\ICFTU\Interpol\IFRCS\IFC\ILO\IMO\Inmarsat\IMF\IOC\ISO\ICRM\ITU\Intelsat\NAM\PCA\UN\UNIKOM\UPU\WHO\WIPO\WMO\WTrO,33,3396924,,,2.245366764E11,81000,3.14363241619433,0,299.6672423,275.6554663
65610.0,65600.0,republic,Sri Lanka,CL,AsDB\CP\C\CCC\ESCAP\FAO\G-24\G-77\IAEA\IBRD\ICC\ICAO\ICFTU\Interpol\IDA\IFRCS\IFC\IFAD\ILO\IMO\Inmarsat\IMF\IOC\IOM\ISO\ICRM\ITU\Intelsat\NAM\PCA\SAARC\UN\UNESCO\UNIDO\UNU\UPU\WCL\WFTU\WHO\WIPO\WMO\WToO\WTrO,42,18553074,Muslim,Tamil,1.2170816544E12,317000,1.891496667079,0,218.954471,353.9555884
36179.0,290500.0,multiparty democratic regime,Taiwan,RC,APEC\AsDB\BCIE\ICC\IOC\WCL\WTrO,6,21465881,Christian,,6.2358384305E12,0,0.0,0,0.0,0.0
102.0,53.0,British Overseas Territories,Anguilla,AXA,Caricom\CDB\Interpol\OECS\UPU\WFTU,5,14436,Roman Catholic,English,765108.0,0,0.0,0,0.0,0.0
442.0,425.0,parliamentary democracy,Antigua and Barbuda,AG,ACP\OPANAL\Caricom\CDB\C\ECLAC\FAO\G-77\IBRD\ICAO\ICFTU\Interpol\IFRCS\IFC\IFAD\ILO\IMO\IMF\IOC\ISO\ICRM\ITU\Intelsat\NAM\OAS\OECS\UN\UNESCO\UPU\WCL\WFTU\WHO\WMO\WTrO,33,65647,,English,2.7899975E7,0,0.0,0,167.6173077,123.1953317
193.0,2258.0,part of the Dutch realm,Aruba,ARU,Caricom\ILO\IMF\Interpol\IOC\UNESCO\UPU\WCL\WFTU\WMO,9,103065,Roman Catholic,,2.3272077E8,0,0.0,0,7.69076528,47.61307486
13940.0,4800.0,commonwealth,Bahamas,BS,ACP\OPANAL\Caricom\CDB\C\CCC\ECLAC\FAO\G-77\IADB\IBRD\ICAO\ICFTU\Interpol\IFRCS\IFC\ILO\IMO\Inmarsat\IMF\IOC\ICRM\ITU\Intelsat\NAM\OAS\UN\UNESCO\UNIDO\UNMIH\UPU\WHO\WIPO\WMO,33,259367,Roman Catholic,,1.2449616E9,0,0.0,0,0.0,0.0
430.0,2500.0,parliamentary democracy,Barbados,BDS,ACP\OPANAL\Caricom\CDB\C\ECLAC\FAO\G-77\IADB\IBRD\ICAO\ICFTU\Interpol\IFRCS\IFC\IFAD\ILO\IMO\IMF\IOC\ISO\ICRM\ITU\Intelsat\LAES\NAM\OAS\UN\UNESCO\UNIDO\UNMIH\UPU\WHO\WIPO\WMO\WTrO,35,257030,Roman Catholic,English,6.42575E8,1000,0.0,0,164.4707178,136.4858786
