abbrev_org,name_org,date de création,GPS_siege,longitude_siege,point_palladio,latitude_siege,nom_siege,members,nombre_pays_membres,population_org,soldats_org,mortsGuerre_org,depensesMilitairesPIB_org,exportations_org,importations_org,superficie_org
UNHCR,United Nations Office of the High Commissioner for Refugees,1949-12-03,,,,,,Canada\Argentina\Japan\Pakistan\Tanzania\New Zealand\India\Nicaragua\Lesotho\Kenya\Bangladesh\Somalia\China\United States\South Africa\Uganda\Brazil\Guinea\Congo\Democratic Republic of the\Nigeria\Ecuador\Australia\Iran\Chile\Mexico\Namibia\Morocco\Thailand\Switzerland\Tunisia\Spain\Colombia\Madagascar\Italy\Netherlands\Venezuela\Israel\Zambia\Mozambique\Philippines\Egypt\United Kingdom\Greece,44,4510262874,13438270,5191,74.30213703147854,6110.215424399999,5950.186694399999,1.720099678E12
UNPREDEP,United Nations Preventive Deployment Force,1995-03-31,POINT(21.433333333 41.983333333),21.433333333,"41.983333333, 21.433333333",41.983333333000004,Skopje,,0,0,0,0,0.0,0.0,0.0,0.0
UNPROFOR,United Nations Protection Force,1992-02-28,POINT(15.95 45.8),15.95,"45.8, 15.95",45.8,Zagreb,,0,0,0,0,0.0,0.0,0.0,0.0
UNRWA,United Nations Relief and Works Agency for Palestine Refugees in the Near East,1949-12-08,POINT(35.933333333 31.95),35.933333333,"31.95, 35.933333333",31.95,Amman,Japan\Jordan\United States\Syria\Egypt\United Kingdom,6,580376778,2039000,0,12.114199091085748,548.7423469,554.3989214,1.1533003E10
UNTSO,United Nations Truce Supervision Organization,1948-05-01,POINT(35.036944444 31.753888888),35.036944444,"31.753888888, 35.036944444",31.753888888000002,Jerusalem District,Canada\Argentina\New Zealand\China\United States\Australia\Chile\Switzerland\Italy\Netherlands,10,1785085283,6079000,0,17.70469867080444,1499.2734113,1463.8213713,4.1076464E10
UNU,United Nations University,1973-12-06,POINT(139.692222222 35.689722222),139.692222222,"35.689722222, 139.692222222",35.689722222,Tokyo,,0,0,0,0,0.0,0.0,0.0,0.0
UPU,Universal Postal Union,1874-10-09,POINT(7.44743 46.94798),7.447430000000001,"46.94798, 7.44743",46.94798,Bern,Canada\East Timor\Saint Helena\Cambodia\Swaziland\Argentina\Bolivia\Turkmenistan\Bahrain\Rwanda\Togo\Japan\Guatemala\Virgin Islands\Kuwait\Jordan\Dominica\Liberia\Maldives\Pakistan\Oman\Tanzania\French Guiana\Niue\Monaco\Wallis and Futuna\New Zealand\Jamaica\Albania\Congo\Republic of the\United Arab Emirates\Guam\India\Nicaragua\Lesotho\Saint Vincent and the Grenadines\Kenya\Saint Lucia\Afghanistan\Bangladesh\Mauritania\Solomon Islands\Turks and Caicos Islands\Saint Pierre and Miquelon\San Marino\French Polynesia\Bermuda\Somalia\Per\Laos\Cook Islands\Cuba\Cameroon\Saint Kitts and Nevis\Burkina Faso\Mayotte\China\Armenia\Dominican Republic\Ghana\Tonga\Libya\Cayman Islands\Central African Republic\New Caledonia\Mauritius\Man\Isle of\Liechtenstein\British Virgin Islands\Mali\United States\Angola\Chad\South Africa\Tokela\Qatar\Malaysia\Barbados\Uganda\Brazil\Faroe Islands\Guinea\Panama\Congo\Democratic Republic of the\Costa Rica\Luxembourg\American Samoa\Gibraltar\Nigeria\Ecuador\Brunei\Australia\Iran\El Salvador\Tuval\Pitcairn Islands\Chile\Kiribati\Haiti\Belize\Sierra Leone\Georgia\Mexico\Namibia\Moldova\Morocco\Croatia\Mongolia\Guernsey\Thailand\Switzerland\Grenada\Korea\North\Iraq\Portugal\Uruguay\Norfolk Island\Korea\South\Tunisia\Djibouti\Greenland\Antigua and Barbuda\Spain\Colombia\Reunion\Burundi\Fiji\Falkland Islands (Islas Malvinas)\Madagascar\Italy\Vanuat\Netherlands\Suriname\Anguilla\Venezuela\Naur\Israel\Indonesia\Iceland\Zambia\Samoa\Mozambique\Papua New Guinea\Malawi\Trinidad and Tobago\Zimbabwe\Martinique\Philippines\Eritrea\Kyrgyzstan\Montserrat\Macedonia\Paraguay\Guyana\Syria\Burma\Honduras\Egypt\Singapore\Botswana\United Kingdom\Gambia\The\Greece\Sri Lanka\Gabon\Comoros,172,5353644974,16703782,11643,190.52249298704024,20182.36073998001,18921.83313356,3.150753564E12
WADB,West African Development Bank,1973-11-14,POINT(1.222777777 6.131944444),1.2227777770000001,"6.131944444, 1.222777777",6.131944444,Lomé,Togo\Burkina Faso\Mali,3,31088420,30000,0,4.41746911667926,573.4449215,533.6029762000001,1.24330985E11
WEU,Western European Union,1954-10-23,POINT(4.3525 50.846666666),4.3525,"50.846666666, 4.3525",50.846666666000004,Brussels metropolitan area,France\Luxembourg\Belgium\Portugal\Spain\Italy\Netherlands\Iceland\Germany\United Kingdom\Greece,11,350052592,1860512,0,17.03249334213227,1670.2852295,1656.6883663,2.356854E9
WCL,World Confederation of Labor,1920-06-19,POINT(4.3525 50.846666666),4.3525,"50.846666666, 4.3525",50.846666666000004,Brussels,"Canada\Argentina\Bolivia\Rwanda\Togo\Japan\Guatemala\Dominica\Liberia\Pakistan\French Guiana\Senegal\Congo\Republic of the\India\Nicaragua\Saint Vincent and the Grenadines\Saint Lucia\Bangladesh\Mauritania\France\Per\u""Cote dIvoire""\Benin\Cuba\Cameroon\Burkina Faso\Dominican Republic\Ghana\Central African Republic\Mauritius\Liechtenstein\United States\Chad\South Africa\Malaysia\Niger\Brazil\Guinea\Panama\Congo\Democratic Republic of the\Costa Rica\Luxembourg\Ecuador\Iran\El Salvador\Chile\Belgium\Haiti\Belize\Sierra Leone\Mexico\Namibia\Morocco\Thailand\Switzerland\Portugal\Uruguay\Korea\South\Antigua and Barbuda\Spain\Colombia\Taiwan\Madagascar\Italy\Netherlands\Suriname\Venezuela\Indonesia\Zambia\Malawi\Trinidad and Tobago\Zimbabwe\Martinique\Philippines\Macedonia\Paraguay\Guyana\Guadeloupe\Honduras\Singapore\Gambia\The\Sri Lanka\Gabon",87,3484749398,11108672,4713,101.13748610683135,11724.8088934,10075.914761889997,4.259681866E12
WFTU,World Federation of Trade Unions,1945-10-03,POINT(23.716111111 37.979444444),23.716111111,"37.979444444, 23.716111111",37.979444444,Athens,"Canada\Guinea-Bissa\Cambodia\Argentina\Bolivia\Turkmenistan\Bahrain\Togo\Japan\Guatemala\Kuwait\Jordan\Liberia\Pakistan\Oman\Tanzania\French Guiana\Senegal\New Zealand\Jamaica\Albania\Congo\Republic of the\India\Lesotho\Saint Vincent and the Grenadines\Saint Lucia\Turkey\Afghanistan\Bangladesh\Solomon Islands\Saint Pierre and Miquelon\France\Slovakia\Somalia\Per\Laos\u""Cote dIvoire""\Benin\Cuba\Cameroon\Burkina Faso\Armenia\Dominican Republic\Ghana\Finland\Libya\New Caledonia\Mauritius\Mali\Bulgaria\Romania\Angola\South Africa\Cyprus\Sweden\Malaysia\Austria\Barbados\Uganda\Hungary\Niger\Brazil\Guinea\Panama\Congo\Democratic Republic of the\Costa Rica\Nigeria\Ecuador\Australia\Iran\El Salvador\Czech Republic\Chile\Haiti\Sierra Leone\Mexico\Poland\Thailand\Korea\North\Iraq\Portugal\Uruguay\Tunisia\Djibouti\Antigua and Barbuda\Colombia\Reunion\Fiji\Madagascar\Vanuat\Venezuela\Indonesia\Mozambique\Papua New Guinea\Malawi\Trinidad and Tobago\Zimbabwe\Martinique\Philippines\Eritrea\Kyrgyzstan\Guyana\Syria\Guadeloupe\Honduras\Egypt\Botswana\Gambia\The\Greece\Sri Lanka",114,3623975696,11161870,11035,151.16701604720217,14978.47435469,14081.137326960003,3.106855369E12
WHO,World Health Organization,1946-07-22,POINT(6.15 46.2),6.15,"46.2, 6.15",46.2,Geneva,"Canada\East Timor\Guinea-Bissa\Lithuania\Cambodia\Swaziland\Argentina\Bolivia\Turkmenistan\Bahrain\Rwanda\Togo\Japan\Slovenia\Guatemala\Kuwait\Jordan\Dominica\Liberia\Maldives\Micronesia\Federated States of\Pakistan\Oman\Tanzania\Niue\Monaco\Senegal\New Zealand\Jamaica\Albania\Congo\Republic of the\United Arab Emirates\India\Nicaragua\Lesotho\Saint Vincent and the Grenadines\Kenya\Saint Lucia\Turkey\Afghanistan\Bangladesh\Mauritania\Solomon Islands\San Marino\France\Slovakia\Somalia\Per\Laos\Norway\u""Cote dIvoire""\Cook Islands\Benin\Cuba\Cameroon\Saint Kitts and Nevis\Burkina Faso\China\Armenia\Dominican Republic\Ghana\Tonga\Finland\Libya\Central African Republic\Mauritius\Mali\Bulgaria\United States\Romania\Angola\Chad\South Africa\Cyprus\Sweden\Qatar\Malaysia\Austria\Latvia\Barbados\Uganda\Hungary\Niger\Brazil\Guinea\Panama\Congo\Democratic Republic of the\Costa Rica\Luxembourg\Andorra\Ireland\Pala\Nigeria\Ecuador\Brunei\Australia\Iran\El Salvador\Tuval\Czech Republic\Marshall Islands\Chile\Belgium\Kiribati\Haiti\Belize\Sierra Leone\Georgia\Mexico\Denmark\Poland\Namibia\Moldova\Morocco\Croatia\Mongolia\Thailand\Switzerland\Grenada\Korea\North\Iraq\Portugal\Estonia\Uruguay\Korea\South\Tunisia\Djibouti\Antigua and Barbuda\Spain\Colombia\Burundi\Fiji\Madagascar\Italy\Vanuat\Malta\Netherlands\Suriname\Venezuela\Naur\Israel\Indonesia\Iceland\Zambia\Samoa\Mozambique\Papua New Guinea\Malawi\Trinidad and Tobago\Zimbabwe\Germany\Philippines\Eritrea\Kyrgyzstan\Macedonia\Paraguay\Guyana\Syria\Burma\Honduras\Egypt\Singapore\Botswana\United Kingdom\Gambia\The\Greece\Sri Lanka\Gabon\Comoros",175,5762247099,18770382,11877,228.86261362347022,23742.190822480014,22253.522159499997,4.420233055E12
WIPO,World Intellectual Property Organization,1967-07-14,POINT(6.15 46.2),6.15,"46.2, 6.15",46.2,Geneva,"Canada\Guinea-Bissa\Lithuania\Cambodia\Swaziland\Argentina\Bolivia\Turkmenistan\Bahrain\Rwanda\Togo\Japan\Slovenia\Guatemala\Kuwait\Jordan\Dominica\Liberia\Maldives\Pakistan\Oman\Tanzania\Monaco\Senegal\New Zealand\Jamaica\Albania\Congo\Republic of the\United Arab Emirates\India\Nicaragua\Lesotho\Saint Vincent and the Grenadines\Kenya\Saint Lucia\Turkey\Bangladesh\Mauritania\San Marino\France\Slovakia\Somalia\Per\Laos\Norway\u""Cote dIvoire""\Benin\Cuba\Cameroon\Saint Kitts and Nevis\Burkina Faso\China\Armenia\Dominican Republic\Ghana\Tonga\Finland\Libya\Central African Republic\Mauritius\Liechtenstein\Mali\Bulgaria\United States\Romania\Angola\Chad\South Africa\Cyprus\Sweden\Qatar\Malaysia\Austria\Latvia\Barbados\Uganda\Hungary\Niger\Brazil\Guinea\Panama\Congo\Democratic Republic of the\Costa Rica\Luxembourg\Andorra\Ireland\Nigeria\Ecuador\Brunei\Australia\Iran\El Salvador\Czech Republic\Chile\Belgium\Haiti\Belize\Sierra Leone\Georgia\Mexico\Denmark\Poland\Namibia\Moldova\Morocco\Croatia\Mongolia\Thailand\Switzerland\Grenada\Korea\North\Iraq\Portugal\Estonia\Uruguay\Korea\South\Tunisia\Djibouti\Antigua and Barbuda\Spain\Colombia\Burundi\Fiji\Madagascar\Italy\Malta\Netherlands\Suriname\Venezuela\Israel\Indonesia\Iceland\Zambia\Samoa\Mozambique\Papua New Guinea\Malawi\Trinidad and Tobago\Zimbabwe\Germany\Philippines\Eritrea\Kyrgyzstan\Macedonia\Paraguay\Guyana\Syria\Burma\Honduras\Egypt\Singapore\Botswana\United Kingdom\Gambia\The\Greece\Sri Lanka\Gabon",162,5731035139,18743382,11162,226.43135575417165,22717.321086020016,21134.18882473,4.419523557E12
WMO,World Meteorological Organization,1947-10-11,POINT(6.15 46.2),6.15,"46.2, 6.15",46.2,Geneva,"Canada\Guinea-Bissa\Lithuania\Cambodia\Swaziland\Argentina\Bolivia\Turkmenistan\Bahrain\Rwanda\Togo\Japan\Slovenia\Guatemala\Kuwait\Jordan\Dominica\Liberia\Maldives\Micronesia\Federated States of\Pakistan\Oman\Tanzania\Niue\Monaco\Senegal\New Zealand\Jamaica\Albania\Congo\Republic of the\United Arab Emirates\India\Nicaragua\Lesotho\Kenya\Saint Lucia\Turkey\Afghanistan\Bangladesh\Mauritania\Solomon Islands\French Polynesia\France\Slovakia\Somalia\Per\Laos\Norway\u""Cote dIvoire""\Cook Islands\Benin\Cuba\Cameroon\Burkina Faso\China\Armenia\Dominican Republic\Ghana\Tonga\Finland\Libya\Central African Republic\New Caledonia\Mauritius\Mali\Bulgaria\United States\Romania\Angola\Chad\South Africa\Cyprus\Sweden\Qatar\Malaysia\Austria\Latvia\Barbados\Uganda\Hungary\Niger\Brazil\Guinea\Panama\Congo\Democratic Republic of the\Costa Rica\Luxembourg\Ireland\Nigeria\Ecuador\Brunei\Australia\Iran\El Salvador\Czech Republic\Chile\Belgium\Kiribati\Haiti\Belize\Sierra Leone\Georgia\Mexico\Denmark\Poland\Namibia\Moldova\Morocco\Croatia\Mongolia\Thailand\Switzerland\Korea\North\Iraq\Portugal\Estonia\Uruguay\Korea\South\Tunisia\Djibouti\Antigua and Barbuda\Spain\Colombia\Burundi\Fiji\Madagascar\Italy\Vanuat\Malta\Netherlands\Suriname\Venezuela\Israel\Indonesia\Iceland\Zambia\Samoa\Mozambique\Papua New Guinea\Malawi\Trinidad and Tobago\Zimbabwe\Germany\Philippines\Eritrea\Kyrgyzstan\Macedonia\Paraguay\Guyana\Syria\Burma\Honduras\Egypt\Singapore\Botswana\United Kingdom\Gambia\The\Greece\Sri Lanka\Gabon\Comoros",167,5761262080,18770382,11877,228.86261362347022,23352.521142540012,22006.70500509,4.420236883E12
WToO,World Tourism Organization,1975-01-02,POINT(-3.691944444 40.418888888),-3.6919444439999998,"40.418888888, -3.691944444",40.418888888000005,Madrid,"Canada\Guinea-Bissa\Lithuania\Cambodia\Swaziland\Argentina\Bolivia\Turkmenistan\Bahrain\Rwanda\Togo\Japan\Slovenia\Guatemala\Kuwait\Jordan\Maldives\Pakistan\Oman\Tanzania\Monaco\Senegal\Jamaica\Albania\Congo\Republic of the\India\Nicaragua\Lesotho\Kenya\Turkey\Afghanistan\Bangladesh\Mauritania\San Marino\France\Slovakia\Per\Laos\u""Cote dIvoire""\Benin\Cuba\Cameroon\Burkina Faso\China\Armenia\Dominican Republic\Ghana\Libya\Central African Republic\Mauritius\Mali\Bulgaria\Romania\Angola\Chad\South Africa\Cyprus\Qatar\Malaysia\Austria\Uganda\Hungary\Niger\Brazil\Guinea\Panama\Congo\Democratic Republic of the\Costa Rica\Andorra\Nigeria\Ecuador\Australia\Iran\El Salvador\Czech Republic\Chile\Haiti\Sierra Leone\Georgia\Mexico\Poland\Namibia\Moldova\Morocco\Croatia\Mongolia\Thailand\Switzerland\Korea\North\Iraq\Portugal\Uruguay\Korea\South\Tunisia\Djibouti\Spain\Colombia\Burundi\Fiji\Madagascar\Italy\Malta\Netherlands\Venezuela\Israel\Indonesia\Zambia\Mozambique\Malawi\Zimbabwe\Germany\Philippines\Eritrea\Kyrgyzstan\Macedonia\Paraguay\Syria\Honduras\Egypt\Botswana\Gambia\The\Greece\Sri Lanka\Gabon",129,5288607484,16696490,11877,195.3762637184718,19104.420306060005,17306.332465780004,4.406155139E12
WTrO,World Trade Organization,1994-04-15,POINT(6.14967 46.2239),6.1496699999999995,"46.2239, 6.14967",46.2239,Centre William Rappard,Tonga\Andorra\Vanuat\Samoa,4,560425,0,0,0.0,717.1583905,704.855495,1.636E7
ZC,Zangger Committee,,POINT(16.373064 48.20833),16.373064000000003,"48.20833, 16.373064",48.20833,Vienna,Canada\Argentina\Japan\Slovenia\Turkey\France\Slovakia\Norway\China\Ukraine\Finland\Russia\Bulgaria\United States\Romania\South Africa\Sweden\Austria\Hungary\Luxembourg\Ireland\Australia\Czech Republic\Belgium\Denmark\Poland\Switzerland\Portugal\Korea\South\Spain\Italy\Netherlands\Germany\United Kingdom\Greece,36,2652255151,9170112,183,53.7325207659445,5283.3515271,5170.8323642,6.4329321E10
